Variable Name,Short Name,Question,Responses,Subscale,First Order Subscale
dospert_eb_survey.15,DPTEB15,Betting a day's income on the outcome of a sporting event.,"No benefits at all: 1, 2, Moderate benefits: 4, 5, 3, Great benefits: 7, 6",Financial,
dospert_eb_survey.16,DPTEB16,Engaging in unprotected sex.,"3, 2, No benefits at all: 1, Moderate benefits: 4, 5, Great benefits: 7, 6",Health/Safety,
dospert_eb_survey.17,DPTEB17,Revealing a friend's secret to someone else.,"2, No benefits at all: 1, 3, Moderate benefits: 4",Ethical,
dospert_eb_survey.18,DPTEB18,Driving a car without wearing a seat belt.,"No benefits at all: 1, 2, 3, 5, Moderate benefits: 4",Health/Safety,
dospert_eb_survey.19,DPTEB19,Investing 10% of your annual income in a new business venture.,"No benefits at all: 1, 3, Moderate benefits: 4, 2, 5, Great benefits: 7, 6",Financial,
dospert_eb_survey.20,DPTEB20,Taking a skydiving class.,"2, 3, Moderate benefits: 4, No benefits at all: 1, 5, 6, Great benefits: 7",Recreational,
dospert_eb_survey.21,DPTEB21,Riding a motorcycle without a helmet.,"No benefits at all: 1, 2, 5, Moderate benefits: 4, 3, 6",Health/Safety,
dospert_eb_survey.22,DPTEB22,Choosing a career that you truly enjoy over a more secure one.,"Moderate benefits: 4, 6, 5, 3, Great benefits: 7, 2, No benefits at all: 1",Social,
dospert_eb_survey.23,DPTEB23,Speaking your mind about an unpopular issue in a meeting at work.,"3, Moderate benefits: 4, 2, No benefits at all: 1, 5, 6, Great benefits: 7",Social,
dospert_eb_survey.24,DPTEB24,Sunbathing without sunscreen.,"3, 2, No benefits at all: 1, 5, Great benefits: 7, Moderate benefits: 4, 6",Health/Safety,
dospert_eb_survey.25,DPTEB25,Bungee jumping off a tall bridge.,"No benefits at all: 1, Moderate benefits: 4, 3, 2, 5, 6, Great benefits: 7",Recreational,
dospert_eb_survey.26,DPTEB26,Piloting a small plane.,"No benefits at all: 1, 5, 3, Moderate benefits: 4, 2, 6, Great benefits: 7",Recreational,
dospert_eb_survey.27,DPTEB27,Walking home alone at night in an unsafe area of town.,"No benefits at all: 1, 2, 3, 5, Moderate benefits: 4",Health/Safety,
dospert_eb_survey.28,DPTEB28,Moving to a city far away from your extended family.,"Moderate benefits: 4, 2, 3, 6, No benefits at all: 1, 5, Great benefits: 7",Social,
dospert_eb_survey.29,DPTEB29,Starting a new career in your mid-thirties.,"5, Moderate benefits: 4, 3, 6, Great benefits: 7, No benefits at all: 1, 2",Social,
dospert_eb_survey.30,DPTEB30,Leaving your young children alone at home while running an errand.,"No benefits at all: 1, 2, 5, Moderate benefits: 4, 3",Ethical,
dospert_eb_survey.31,DPTEB31,Not returning a wallet you found that contains $200.,"Moderate benefits: 4, 3, 2, 6, Great benefits: 7, 5, No benefits at all: 1",Ethical,
dospert_rp_survey.02,DPTRP02,Admitting that your tastes are different from those of a friend.,"Not at all risky, Slightly risky, Somewhat risky, Moderately risky, Risky, Extremely Risky",Social,
dospert_rp_survey.03,DPTRP03,Going camping in the wilderness.,"Risky, Slightly risky, Somewhat risky, Not at all risky, Moderately risky, Very Risky, Extremely Risky",Recreational,
dospert_rp_survey.04,DPTRP04,Betting a day's income at the horse races.,"Extremely Risky, Somewhat risky, Very Risky, Risky, Slightly risky, Moderately risky",Financial,
dospert_rp_survey.05,DPTRP05,Investing 10% of your annual income in a moderate growth diversified fund.,"Extremely Risky, Slightly risky, Moderately risky, Risky, Somewhat risky, Not at all risky, Very Risky",Financial,
dospert_rp_survey.06,DPTRP06,Drinking heavily at a social function.,"Very Risky, Moderately risky, Risky, Slightly risky, Extremely Risky, Somewhat risky, Not at all risky",Health/Safety,
dospert_rp_survey.07,DPTRP07,Taking some questionable deductions on your income tax return.,"Extremely Risky, Risky, Very Risky, Moderately risky, Somewhat risky, Slightly risky",Ethical,
dospert_rp_survey.08,DPTRP08,Disagreeing with an authority figure on a major issue.,"Somewhat risky, Moderately risky, Risky, Slightly risky, Extremely Risky, Very Risky, Not at all risky",Social,
dospert_rp_survey.09,DPTRP09,Betting a day's income at a high-stake poker game.,"Very Risky, Risky, Slightly risky, Moderately risky, Extremely Risky, Somewhat risky",Financial,
dospert_rp_survey.10,DPTRP10,Having an affair with a married man/woman.,"Extremely Risky, Moderately risky, Very Risky, Risky, Somewhat risky, Slightly risky",Ethical,
dospert_rp_survey.11,DPTRP11,Passing off somebody else’s work as your own.,"Moderately risky, Very Risky, Risky, Extremely Risky, Somewhat risky, Slightly risky, Not at all risky",Ethical,
dospert_rp_survey.12,DPTRP12,Going down a ski run that is beyond your ability.,"Moderately risky, Very Risky, Extremely Risky, Risky, Somewhat risky, Slightly risky",Recreational,
dospert_rp_survey.13,DPTRP13,Investing 5% of your annual income in a very speculative stock.,"Very Risky, Extremely Risky, Risky, Moderately risky, Somewhat risky, Not at all risky, Slightly risky",Financial,
dospert_rp_survey.14,DPTRP14,Going whitewater rafting at high water in the spring.,"Somewhat risky, Moderately risky, Risky, Very Risky, Slightly risky, Extremely Risky, Not at all risky",Recreational,
dospert_rp_survey.15,DPTRP15,Betting a day's income on the outcome of a sporting event.,"Extremely Risky, Very Risky, Moderately risky, Risky, Slightly risky, Somewhat risky",Financial,
dospert_rp_survey.16,DPTRP16,Engaging in unprotected sex.,"Somewhat risky, Very Risky, Moderately risky, Risky, Extremely Risky, Slightly risky",Health/Safety,
dospert_rp_survey.17,DPTRP17,Revealing a friend's secret to someone else.,"Not at all risky, Somewhat risky, Risky, Slightly risky, Very Risky, Moderately risky, Extremely Risky",Ethical,
dospert_rp_survey.18,DPTRP18,Driving a car without wearing a seat belt.,"Very Risky, Risky, Moderately risky, Extremely Risky, Somewhat risky, Slightly risky, Not at all risky",Health/Safety,
dospert_rp_survey.19,DPTRP19,Investing 10% of your annual income in a new business venture.,"Very Risky, Risky, Somewhat risky, Moderately risky, Extremely Risky, Slightly risky, Not at all risky",Financial,
dospert_rp_survey.20,DPTRP20,Taking a skydiving class.,"Somewhat risky, Risky, Moderately risky, Very Risky, Extremely Risky, Slightly risky, Not at all risky",Recreational,
dospert_rp_survey.21,DPTRP21,Riding a motorcycle without a helmet.,"Risky, Very Risky, Extremely Risky, Somewhat risky, Moderately risky, Slightly risky",Health/Safety,
dospert_rp_survey.22,DPTRP22,Choosing a career that you truly enjoy over a more secure one.,"Slightly risky, Moderately risky, Very Risky, Risky, Somewhat risky, Extremely Risky, Not at all risky",Social,
dospert_rp_survey.23,DPTRP23,Speaking your mind about an unpopular issue in a meeting at work.,"Slightly risky, Somewhat risky, Risky, Moderately risky, Not at all risky, Very Risky, Extremely Risky",Social,
dospert_rp_survey.24,DPTRP24,Sunbathing without sunscreen.,"Not at all risky, Very Risky, Risky, Moderately risky, Slightly risky, Somewhat risky, Extremely Risky",Health/Safety,
dospert_rp_survey.25,DPTRP25,Bungee jumping off a tall bridge.,"Somewhat risky, Very Risky, Extremely Risky, Slightly risky, Moderately risky, Risky, Not at all risky",Recreational,
dospert_rp_survey.26,DPTRP26,Piloting a small plane.,"Moderately risky, Somewhat risky, Risky, Very Risky, Extremely Risky, Slightly risky, Not at all risky",Recreational,
dospert_rp_survey.27,DPTRP27,Walking home alone at night in an unsafe area of town.,"Very Risky, Somewhat risky, Extremely Risky, Slightly risky, Moderately risky, Risky, Not at all risky",Health/Safety,
dospert_rp_survey.28,DPTRP28,Moving to a city far away from your extended family.,"Not at all risky, Somewhat risky, Moderately risky, Risky, Slightly risky, Extremely Risky, Very Risky",Social,
dospert_rp_survey.29,DPTRP29,Starting a new career in your mid-thirties.,"Slightly risky, Moderately risky, Risky, Extremely Risky, Somewhat risky, Very Risky, Not at all risky",Social,
dospert_rp_survey.30,DPTRP30,Leaving your young children alone at home while running an errand.,"Extremely Risky, Very Risky, Moderately risky, Risky, Slightly risky, Somewhat risky",Ethical,
dospert_rp_survey.31,DPTRP31,Not returning a wallet you found that contains $200.,"Slightly risky, Risky, Somewhat risky, Not at all risky, Moderately risky, Extremely Risky, Very Risky",Ethical,
dospert_rt_survey.02,DPTRT02,Admitting that your tastes are different from those of a friend.,"Moderately Likely, Extremely Likely, Moderately Unlikely, Somewhat Likely, Not Sure, Somewhat Unlikely, Extremely Unlikely",Social,
dospert_rt_survey.03,DPTRT03,Going camping in the wilderness.,"Moderately Likely, Extremely Likely, Somewhat Likely, Somewhat Unlikely, Not Sure, Extremely Unlikely, Moderately Unlikely",Recreational,
dospert_rt_survey.04,DPTRT04,Betting a day's income at the horse races.,"Extremely Unlikely, Moderately Unlikely, Somewhat Unlikely, Somewhat Likely, Not Sure, Extremely Likely",Financial,
dospert_rt_survey.05,DPTRT05,Investing 10% of your annual income in a moderate growth diversified fund.,"Extremely Unlikely, Somewhat Likely, Not Sure, Moderately Likely, Extremely Likely, Somewhat Unlikely, Moderately Unlikely",Financial,
dospert_rt_survey.06,DPTRT06,Drinking heavily at a social function.,"Extremely Unlikely, Somewhat Unlikely, Moderately Unlikely, Moderately Likely, Somewhat Likely, Not Sure, Extremely Likely",Health/Safety,
dospert_rt_survey.07,DPTRT07,Taking some questionable deductions on your income tax return.,"Extremely Unlikely, Somewhat Unlikely, Moderately Unlikely, Moderately Likely, Somewhat Likely, Not Sure, Extremely Likely",Ethical,
dospert_rt_survey.08,DPTRT08,Disagreeing with an authority figure on a major issue.,"Somewhat Likely, Moderately Likely, Moderately Unlikely, Not Sure, Extremely Unlikely, Somewhat Unlikely, Extremely Likely",Social,
dospert_rt_survey.09,DPTRT09,Betting a day's income at a high-stake poker game.,"Extremely Unlikely, Not Sure, Moderately Unlikely, Somewhat Likely, Moderately Likely, Somewhat Unlikely, Extremely Likely",Financial,
dospert_rt_survey.10,DPTRT10,Having an affair with a married man/woman.,"Extremely Unlikely, Moderately Unlikely, Moderately Likely, Somewhat Unlikely, Not Sure, Somewhat Likely, Extremely Likely",Ethical,
dospert_rt_survey.11,DPTRT11,Passing off somebody else’s work as your own.,"Extremely Unlikely, Moderately Unlikely, Somewhat Unlikely, Not Sure, Somewhat Likely, Extremely Likely, Moderately Likely",Ethical,
dospert_rt_survey.12,DPTRT12,Going down a ski run that is beyond your ability.,"Moderately Unlikely, Extremely Unlikely, Not Sure, Somewhat Unlikely, Somewhat Likely, Moderately Likely, Extremely Likely",Recreational,
dospert_rt_survey.13,DPTRT13,Investing 5% of your annual income in a very speculative stock.,"Extremely Unlikely, Not Sure, Somewhat Unlikely, Somewhat Likely, Moderately Likely, Moderately Unlikely, Extremely Likely",Financial,
dospert_rt_survey.14,DPTRT14,Going whitewater rafting at high water in the spring.,"Moderately Unlikely, Moderately Likely, Extremely Likely, Extremely Unlikely, Somewhat Likely, Not Sure, Somewhat Unlikely",Recreational,
dospert_rt_survey.15,DPTRT15,Betting a day's income on the outcome of a sporting event.,"Extremely Unlikely, Moderately Unlikely, Somewhat Likely, Extremely Likely, Not Sure, Somewhat Unlikely, Moderately Likely",Financial,
dospert_rt_survey.16,DPTRT16,Engaging in unprotected sex.,"Moderately Likely, Extremely Unlikely, Extremely Likely, Somewhat Likely, Not Sure, Somewhat Unlikely, Moderately Unlikely",Health/Safety,
dospert_rt_survey.17,DPTRT17,Revealing a friend's secret to someone else.,"Moderately Unlikely, Extremely Unlikely, Somewhat Unlikely, Not Sure, Somewhat Likely, Moderately Likely",Ethical,
dospert_rt_survey.18,DPTRT18,Driving a car without wearing a seat belt.,"Extremely Unlikely, Moderately Unlikely, Somewhat Likely, Somewhat Unlikely, Extremely Likely, Moderately Likely, Not Sure",Health/Safety,
dospert_rt_survey.19,DPTRT19,Investing 10% of your annual income in a new business venture.,"Extremely Unlikely, Moderately Likely, Not Sure, Somewhat Likely, Somewhat Unlikely, Extremely Likely, Moderately Unlikely",Financial,
dospert_rt_survey.20,DPTRT20,Taking a skydiving class.,"Somewhat Likely, Not Sure, Moderately Unlikely, Extremely Likely, Extremely Unlikely, Moderately Likely, Somewhat Unlikely",Recreational,
dospert_rt_survey.21,DPTRT21,Riding a motorcycle without a helmet.,"Extremely Unlikely, Moderately Unlikely, Somewhat Unlikely, Somewhat Likely, Not Sure, Moderately Likely, Extremely Likely",Health/Safety,
dospert_rt_survey.22,DPTRT22,Choosing a career that you truly enjoy over a more secure one.,"Moderately Likely, Extremely Likely, Not Sure, Somewhat Likely, Extremely Unlikely, Moderately Unlikely, Somewhat Unlikely",Social,
dospert_rt_survey.23,DPTRT23,Speaking your mind about an unpopular issue in a meeting at work.,"Somewhat Likely, Extremely Unlikely, Moderately Unlikely, Moderately Likely, Somewhat Unlikely, Not Sure, Extremely Likely",Social,
dospert_rt_survey.24,DPTRT24,Sunbathing without sunscreen.,"Moderately Likely, Extremely Unlikely, Moderately Unlikely, Somewhat Unlikely, Somewhat Likely, Not Sure, Extremely Likely",Health/Safety,
dospert_rt_survey.25,DPTRT25,Bungee jumping off a tall bridge.,"Moderately Likely, Not Sure, Extremely Unlikely, Moderately Unlikely, Extremely Likely, Somewhat Likely, Somewhat Unlikely",Recreational,
dospert_rt_survey.26,DPTRT26,Piloting a small plane.,"Extremely Unlikely, Extremely Likely, Moderately Unlikely, Somewhat Likely, Somewhat Unlikely, Moderately Likely, Not Sure",Recreational,
dospert_rt_survey.27,DPTRT27,Walking home alone at night in an unsafe area of town.,"Extremely Unlikely, Extremely Likely, Moderately Unlikely, Somewhat Likely, Not Sure, Somewhat Unlikely, Moderately Likely",Health/Safety,
dospert_rt_survey.28,DPTRT28,Moving to a city far away from your extended family.,"Extremely Likely, Somewhat Likely, Not Sure, Moderately Likely, Moderately Unlikely, Somewhat Unlikely, Extremely Unlikely",Social,
dospert_rt_survey.29,DPTRT29,Starting a new career in your mid-thirties.,"Somewhat Likely, Not Sure, Moderately Likely, Extremely Likely, Moderately Unlikely, Somewhat Unlikely, Extremely Unlikely",Social,
dospert_rt_survey.30,DPTRT30,Leaving your young children alone at home while running an errand.,"Extremely Unlikely, Moderately Unlikely, Somewhat Unlikely, Not Sure, Somewhat Likely, Moderately Likely, Extremely Likely",Ethical,
dospert_rt_survey.31,DPTRT31,Not returning a wallet you found that contains $200.,"Extremely Likely, Extremely Unlikely, Moderately Unlikely, Not Sure, Moderately Likely, Somewhat Likely, Somewhat Unlikely",Ethical,
eating_survey.02,TFEQ02,"When I smell a sizzling steak or juicy piece of meat, I find it very difficult to keep from eating, even if I have just finished a meal.","mostly true, Definitely true, mostly false, definitely false",Uncontrolled Eating,
eating_survey.03,TFEQ03,I deliberately take small helpings as a means of controlling my weight.,"definitely false, mostly false, mostly true, Definitely true",Cognitive Restraint,
eating_survey.04,TFEQ04,"When I feel anxious, I find myself eating.","mostly true, definitely false, mostly false, Definitely true",Emotional Eating,
eating_survey.05,TFEQ05,"Sometimes when I start eating, I just can’t seem to stop.","mostly true, definitely false, mostly false, Definitely true",Uncontrolled Eating,
eating_survey.06,TFEQ06,Being with someone who is eating often makes me hungry enough to eat also.,"mostly true, Definitely true, mostly false, definitely false",Uncontrolled Eating,
eating_survey.07,TFEQ07,"When I feel blue, I often overeat.","Definitely true, definitely false, mostly false, mostly true",Emotional Eating,
eating_survey.08,TFEQ08,"When I see a real delicacy, I often get so hungry that I have to eat right away.","mostly true, Definitely true, mostly false, definitely false",Uncontrolled Eating,
eating_survey.09,TFEQ09,I get so hungry that my stomach often seems like a bottomless pit.,"Definitely true, mostly true, mostly false, definitely false",Uncontrolled Eating,
eating_survey.10,TFEQ10,I am always hungry so it is hard for me to stop eating before I finish the food on my plate.,"mostly true, definitely false, mostly false, Definitely true",Uncontrolled Eating,
eating_survey.11,TFEQ11,"When I feel lonely, I console myself by eating.","mostly true, definitely false, mostly false, Definitely true",Emotional Eating,
eating_survey.12,TFEQ12,I consciously hold back at meals in order not to weight gain.,"definitely false, mostly true, mostly false, Definitely true",Cognitive Restraint,
eating_survey.13,TFEQ13,I do not eat some foods because they make me fat.,"mostly false, definitely false, mostly true, Definitely true",Cognitive Restraint,
eating_survey.14,TFEQ14,I am always hungry enough to eat at any time.,"Definitely true, mostly true, mostly false, definitely false",Uncontrolled Eating,
eating_survey.15,TFEQ15,How often do you feel hungry?,"almost always, often between meals, sometimes between meals, Only at meal times",Uncontrolled Eating,
eating_survey.16,TFEQ16,How frequently do you avoid 'stocking up' on tempting foods?,"Almost never, usually, seldom, almost always",Cognitive Restraint,
eating_survey.17,TFEQ17,How likely are you to consciously eat less than you want?,"slightly likely, Unlikely, moderately likely, very likely",Cognitive Restraint,
eating_survey.18,TFEQ18,Do you go on eating binges though you are not hungry?,"Never, sometimes, rarely, at least once a week",Uncontrolled Eating,
eating_survey.19,TFEQ19,"On a scale of 1 to 8, where 1 means no restraint in eating (eating whatever you want whenever you want it) and 8 means total restraint (constantly limiting food intake and never 'giving in') what number would you give yourself?","['3', '4'], ['1', '2'], ['5', '6'], ['7', '8']",Cognitive Restraint,
erq_survey.02,ERQ02,"When I want to feel more <i>positive</i> emotion (such as joy or amusement), I <i>change what I am thinking about.</i>","Mostly agree, Strongly disagree, Somewhat agree, Somewhat disagree, Strongly agree, Neither agree or disagree, Mostly disagree",Reappraisal,
erq_survey.03,ERQ03,I keep my emotions to myself.,"Mostly disagree, Neither agree or disagree, Somewhat agree, Mostly agree, Somewhat disagree, Strongly disagree, Strongly agree",Suppression,
erq_survey.04,ERQ04,"When I want to feel less <i>negative</i> emotion (such as sadness or anger), I <i>change what I am thinking about.</i>","Somewhat agree, Strongly disagree, Mostly agree, Somewhat disagree, Strongly agree, Mostly disagree, Neither agree or disagree",Reappraisal,
erq_survey.05,ERQ05,"When I am feeling <i>positive</i> emotions, I am careful not to express them.","Strongly disagree, Somewhat agree, Mostly disagree, Strongly agree, Somewhat disagree, Neither agree or disagree, Mostly agree",Suppression,
erq_survey.06,ERQ06,"When I am faced with a stressful situation, I make myself <i>think about it</i> in a way that helps me stay calm.","Mostly agree, Neither agree or disagree, Somewhat agree, Strongly agree, Somewhat disagree, Strongly disagree, Mostly disagree",Reappraisal,
erq_survey.07,ERQ07,I control my emotions by not expressing them.,"Strongly disagree, Neither agree or disagree, Mostly agree, Somewhat agree, Strongly agree, Somewhat disagree, Mostly disagree",Suppression,
erq_survey.08,ERQ08,"When I want to feel more <i>positive</i> emotion, I <i>change the way I am thinking</i> about the situation.","Mostly agree, Somewhat agree, Somewhat disagree, Strongly agree, Neither agree or disagree, Strongly disagree, Mostly disagree",Reappraisal,
erq_survey.09,ERQ09,I control my emotions by <i>changing the way</i> I think about the situation I am in.,"Mostly agree, Somewhat agree, Neither agree or disagree, Somewhat disagree, Strongly agree, Mostly disagree, Strongly disagree",Reappraisal,
erq_survey.10,ERQ10,"When I am feeling <i>negative</i> emotions, I make sure not to express them.","Somewhat disagree, Strongly disagree, Mostly agree, Somewhat agree, Mostly disagree, Neither agree or disagree, Strongly agree",Suppression,
erq_survey.11,ERQ11,"When I want to feel less <i>negative</i> emotion, I <i>change the way I am thinking</i> about the situation.","Mostly agree, Somewhat agree, Somewhat disagree, Strongly agree, Neither agree or disagree, Mostly disagree, Strongly disagree",Reappraisal,
five_facet_mindfulness_survey.02,FFMQ02,"When I’m walking, I deliberately notice the sensations of my body moving. ","often true, sometimes true, very often or always true, rarely true, never or very rarely true",Observe,
five_facet_mindfulness_survey.03,FFMQ03,I’m good at finding words to describe my feelings. ,"often true, very often or always true, never or very rarely true, sometimes true, rarely true",Describe,
five_facet_mindfulness_survey.04,FFMQ04,I criticize myself for having irrational or inappropriate emotions. ,"rarely true, never or very rarely true, sometimes true, often true, very often or always true",Nonjudge,
five_facet_mindfulness_survey.05,FFMQ05,I perceive my feelings and emotions without having to react to them. ,"sometimes true, often true, never or very rarely true, rarely true, very often or always true",Nonreact,
five_facet_mindfulness_survey.06,FFMQ06,"When I do things, my mind wanders off and I’m easily distracted. ","sometimes true, never or very rarely true, rarely true, often true, very often or always true",Act w/ awareness,
five_facet_mindfulness_survey.07,FFMQ07,"When I take a shower or bath, I stay alert to the sensations of water on my body. ","very often or always true, often true, sometimes true, rarely true, never or very rarely true",Observe,
five_facet_mindfulness_survey.08,FFMQ08,"I can easily put my beliefs, opinions, and expectations into words. ","often true, very often or always true, sometimes true, rarely true, never or very rarely true",Describe,
five_facet_mindfulness_survey.09,FFMQ09,"I don’t pay attention to what I’m doing because I’m daydreaming, worrying, or otherwise distracted. ","never or very rarely true, rarely true, sometimes true, often true, very often or always true",Act w/ awareness,
five_facet_mindfulness_survey.10,FFMQ10,I watch my feelings without getting lost in them. ,"sometimes true, very often or always true, often true, rarely true, never or very rarely true",Nonreact,
five_facet_mindfulness_survey.11,FFMQ11,I tell myself I shouldn’t be feeling the way I’m feeling. ,"never or very rarely true, sometimes true, rarely true, often true, very often or always true",Nonjudge,
five_facet_mindfulness_survey.12,FFMQ12,"I notice how foods and drinks affect my thoughts, bodily sensations, and emotions. ","sometimes true, often true, rarely true, never or very rarely true, very often or always true",Observe,
five_facet_mindfulness_survey.13,FFMQ13,It’s hard for me to find the words to describe what I’m thinking. ,"rarely true, never or very rarely true, sometimes true, often true, very often or always true",Describe,
five_facet_mindfulness_survey.14,FFMQ14,I am easily distracted. ,"sometimes true, rarely true, often true, never or very rarely true, very often or always true",Act w/ awareness,
five_facet_mindfulness_survey.15,FFMQ15,I believe some of my thoughts are abnormal or bad and I shouldn’t think that way.,"never or very rarely true, rarely true, sometimes true, often true, very often or always true",Nonjudge,
five_facet_mindfulness_survey.16,FFMQ16,"I pay attention to sensations, such as the wind in my hair or sun on my face. ","often true, rarely true, sometimes true, very often or always true, never or very rarely true",Observe,
five_facet_mindfulness_survey.17,FFMQ17,I have trouble thinking of the right words to express how I feel about things.,"rarely true, never or very rarely true, often true, sometimes true, very often or always true",Describe,
five_facet_mindfulness_survey.18,FFMQ18,I make judgments about whether my thoughts are good or bad. ,"often true, never or very rarely true, rarely true, sometimes true, very often or always true",Nonjudge,
five_facet_mindfulness_survey.19,FFMQ19,I find it difficult to stay focused on what’s happening in the present. ,"rarely true, never or very rarely true, sometimes true, often true, very often or always true",Act w/ awareness,
five_facet_mindfulness_survey.20,FFMQ20,"When I have distressing thoughts or images, I “step back” and am aware of the thought or image without getting taken over by it. ","often true, very often or always true, sometimes true, never or very rarely true, rarely true",Nonreact,
five_facet_mindfulness_survey.21,FFMQ21,"I pay attention to sounds, such as clocks ticking, birds chirping, or cars passing. ","often true, very often or always true, rarely true, sometimes true, never or very rarely true",Observe,
five_facet_mindfulness_survey.22,FFMQ22,"In difficult situations, I can pause without immediately reacting. ","sometimes true, very often or always true, rarely true, often true, never or very rarely true",Nonreact,
five_facet_mindfulness_survey.23,FFMQ23,"When I have a sensation in my body, it’s difficult for me to describe it because I can’t find the right words. ","never or very rarely true, rarely true, sometimes true, often true, very often or always true",Describe,
five_facet_mindfulness_survey.24,FFMQ24,It seems I am “running on automatic” without much awareness of what I’m doing. ,"rarely true, never or very rarely true, sometimes true, often true, very often or always true",Act w/ awareness,
five_facet_mindfulness_survey.25,FFMQ25,"When I have distressing thoughts or images, I feel calm soon after.","sometimes true, very often or always true, often true, rarely true, never or very rarely true",Nonreact,
five_facet_mindfulness_survey.26,FFMQ26,I tell myself that I shouldn’t be thinking the way I’m thinking. ,"rarely true, never or very rarely true, sometimes true, often true, very often or always true",Nonjudge,
five_facet_mindfulness_survey.27,FFMQ27,I notice the smells and aromas of things. ,"very often or always true, sometimes true, often true, never or very rarely true, rarely true",Observe,
five_facet_mindfulness_survey.28,FFMQ28,"Even when I’m feeling terribly upset, I can find a way to put it into words. ","often true, very often or always true, sometimes true, never or very rarely true, rarely true",Describe,
five_facet_mindfulness_survey.29,FFMQ29,I rush through activities without being really attentive to them. ,"never or very rarely true, rarely true, often true, sometimes true, very often or always true",Act w/ awareness,
five_facet_mindfulness_survey.30,FFMQ30,When I have distressing thoughts or images I am able just to notice them without reacting. ,"sometimes true, very often or always true, rarely true, often true, never or very rarely true",Nonreact,
five_facet_mindfulness_survey.31,FFMQ31,I think some of my emotions are bad or inappropriate and I shouldn’t feel them. ,"never or very rarely true, rarely true, sometimes true, often true, very often or always true",Nonjudge,
five_facet_mindfulness_survey.32,FFMQ32,"I notice visual elements in art or nature, such as colors, shapes, textures, or patterns of light and shadow. ","often true, very often or always true, sometimes true, rarely true, never or very rarely true",Observe,
five_facet_mindfulness_survey.33,FFMQ33,My natural tendency is to put my experiences into words. ,"often true, very often or always true, sometimes true, rarely true, never or very rarely true",Describe,
five_facet_mindfulness_survey.34,FFMQ34,"When I have distressing thoughts or images, I just notice them and let them go. ","sometimes true, very often or always true, often true, rarely true, never or very rarely true",Nonreact,
five_facet_mindfulness_survey.35,FFMQ35,I do jobs or tasks automatically without being aware of what I’m doing. ,"often true, never or very rarely true, sometimes true, rarely true, very often or always true",Act w/ awareness,
five_facet_mindfulness_survey.36,FFMQ36,"When I have distressing thoughts or images, I judge myself as good or bad, depending what the thought/image is about. ","rarely true, never or very rarely true, often true, sometimes true, very often or always true",Nonjudge,
five_facet_mindfulness_survey.37,FFMQ37,I pay attention to how my emotions affect my thoughts and behavior. ,"sometimes true, very often or always true, often true, rarely true, never or very rarely true",Observe,
five_facet_mindfulness_survey.38,FFMQ38,I can usually describe how I feel at the moment in considerable detail. ,"sometimes true, very often or always true, often true, rarely true, never or very rarely true",Describe,
five_facet_mindfulness_survey.39,FFMQ39,I find myself doing things without paying attention. ,"rarely true, never or very rarely true, sometimes true, often true, very often or always true",Act w/ awareness,
five_facet_mindfulness_survey.40,FFMQ40,I disapprove of myself when I have irrational ideas. ,"rarely true, never or very rarely true, sometimes true, often true, very often or always true",Nonjudge,
future_time_perspective_survey.02,FTPS02,Many opportunities await me in the future.,"6, Very untrue: 1, 5, Very true: 7, 4, 2, 3",Future Time Total,
future_time_perspective_survey.03,FTPS03,I expect that I will set many new goals in the future.,"6, Very untrue: 1, 5, 4, Very true: 7, 2, 3",Future Time Total,
future_time_perspective_survey.04,FTPS04,My future is filled with possibilities.,"Very true: 7, Very untrue: 1, 6, 5, 4, 3, 2",Future Time Total,
future_time_perspective_survey.05,FTPS05,Most of my life lies ahead of me.,"6, Very untrue: 1, 5, 4, Very true: 7, 3, 2",Future Time Total,
future_time_perspective_survey.06,FTPS06,My future seems infinite to me.,"6, Very untrue: 1, 5, 4, 2, Very true: 7, 3",Future Time Total,
future_time_perspective_survey.07,FTPS07,I could do anything I want in the future.,"6, Very untrue: 1, 4, 5, Very true: 7, 3, 2",Future Time Total,
future_time_perspective_survey.08,FTPS08,There is plenty of time left in my life to make new plans.,"Very true: 7, Very untrue: 1, 5, 3, 6, 4, 2",Future Time Total,
future_time_perspective_survey.09,FTPS09,I have the sense that time is running out.,"Very untrue: 1, Very true: 7, 3, 4, 6, 5, 2",Future Time Total,
future_time_perspective_survey.10,FTPS10,There are only limited possibilities in my future.,"Very untrue: 1, Very true: 7, 5, 4, 2, 3, 6",Future Time Total,
future_time_perspective_survey.11,FTPS11,"As I get older, I begin to experience time as limited.","3, Very true: 7, 5, 2, Very untrue: 1, 4, 6",Future Time Total,
grit_scale_survey.02,GRTS02,New ideas and projects sometimes distract me from previous ones.,"3, Not at all like me: 1, 2, 4, Very much like me: 5",GRIT Total,
grit_scale_survey.03,GRTS03,Setbacks don't discourage me.,"4, Very much like me: 5, 3, 2, Not at all like me: 1",GRIT Total,
grit_scale_survey.04,GRTS04,I have been obsessed with a certain idea or project for a short time but later lost interest.,"3, Not at all like me: 1, 2, 4, Very much like me: 5",GRIT Total,
grit_scale_survey.05,GRTS05,I am a hard worker.,"Very much like me: 5, 4, 3, 2",GRIT Total,
grit_scale_survey.06,GRTS06,I often set a goal but later choose to pursue a different one.,"4, Not at all like me: 1, 2, 3, Very much like me: 5",GRIT Total,
