adaptive_n_back.EZ_drift,adaptive_n_back.EZ_non_decision,adaptive_n_back.EZ_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.EZ_drift_neutral,attention_network_task.EZ_non_decision_neutral,attention_network_task.EZ_thresh_neutral,attention_network_task.conflict_EZ_drift,attention_network_task.conflict_EZ_non_decision,attention_network_task.conflict_EZ_thresh,choice_reaction_time.EZ_drift,choice_reaction_time.EZ_non_decision,choice_reaction_time.EZ_thresh,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.EZ_drift_pos,directed_forgetting.EZ_non_decision_pos,directed_forgetting.EZ_thresh_pos,directed_forgetting.proactive_interference_EZ_drift,directed_forgetting.proactive_interference_EZ_non_decision,directed_forgetting.proactive_interference_EZ_thresh,discount_titrate.percent_patient,dot_pattern_expectancy.AY.BY_EZ_drift,dot_pattern_expectancy.AY.BY_EZ_non_decision,dot_pattern_expectancy.AY.BY_EZ_thresh,dot_pattern_expectancy.BX.BY_EZ_drift,dot_pattern_expectancy.BX.BY_EZ_non_decision,dot_pattern_expectancy.BX.BY_EZ_thresh,dot_pattern_expectancy.EZ_drift_AX,dot_pattern_expectancy.EZ_non_decision_AY,dot_pattern_expectancy.EZ_thresh_AX,dot_pattern_expectancy.dprime,go_nogo.dprime,hierarchical_rule.score,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.percent_patient,local_global_letter.EZ_drift_neutral,local_global_letter.EZ_non_decision_neutral,local_global_letter.EZ_thresh_neutral,local_global_letter.conflict_EZ_drift,local_global_letter.conflict_EZ_non_decision,local_global_letter.conflict_EZ_thresh,local_global_letter.switch_cost_EZ_drift,local_global_letter.switch_cost_EZ_non_decision,local_global_letter.switch_cost_EZ_thresh,motor_selective_stop_signal.EZ_drift,motor_selective_stop_signal.EZ_non_decision,motor_selective_stop_signal.EZ_thresh,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.reg_positive_learning_bias,probabilistic_selection.reg_value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,psychological_refractory_period_two_choices.PRP_slowing,ravens.score,recent_probes.EZ_drift_xrec,recent_probes.EZ_non_decision_xrec,recent_probes.EZ_thresh_xrec,recent_probes.proactive_interference_EZ_drift,recent_probes.proactive_interference_EZ_non_decision,recent_probes.proactive_interference_EZ_thresh,shift_task.learning_rate,simon.EZ_drift_congruent,simon.EZ_non_decision_congruent,simon.EZ_thresh_congruent,simon.simon_EZ_drift,simon.simon_EZ_non_decision,simon.simon_EZ_thresh,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.EZ_drift,stim_selective_stop_signal.EZ_non_decision,stim_selective_stop_signal.EZ_thresh,stim_selective_stop_signal.SSRT,stop_signal.EZ_drift,stop_signal.EZ_non_decision,stop_signal.EZ_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.EZ_drift_congruent,stroop.EZ_non_decision_congruent,stroop.EZ_thresh_congruent,stroop.stroop_EZ_drift,stroop.stroop_EZ_non_decision,stroop.stroop_EZ_thresh,threebytwo.EZ_drift_cue_stay,threebytwo.EZ_non_decision_cue_stay,threebytwo.EZ_thresh_cue_stay,threebytwo.cue_switch_cost_EZ_drift,threebytwo.cue_switch_cost_EZ_non_decision,threebytwo.cue_switch_cost_EZ_thresh,threebytwo.task_inhibition,threebytwo.task_switch_cost_EZ_drift,threebytwo.task_switch_cost_EZ_non_decision,threebytwo.task_switch_cost_EZ_thresh,tower_of_london.avg_move_time,tower_of_london.num_correct,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,tower_of_london.total_moves,two_stage_decision.model_based,two_stage_decision.model_free,writing_task.neutral_probability,writing_task.positive_probability
s397,1.6446117489,-0.483906893,1.5900164764,NA,-0.2333333333,461,-0.3333333333,358,3.4734004129,-0.3579984198,1.1084663857,0.7786392637,0.1229640186,-0.4161358835,2.6687912481,-0.2292539411,1.6127395113,12.9583333333,-0.0458333333,1,0.0015,-2.0416666667,8.25,0.1296099291,2,-0.0055177305,-0.9627659574,-0.026128266,-0.9177781838,8.7,8.8,2.7958513933,-0.5091596234,1.2716513009,-0.2025727448,0.0112034432,0.0977194962,0.6944444444,0.7155535903,0.5332071543,-0.577589605,0.6768375146,0.0948962962,-0.1736113637,2.6409475065,-0.506215871,1.6910249475,0.9886363636,0.8571428571,137,0.7495000839,9.3,0.001657332,0.9989257812,22.4,0.0024562902,0.6944444444,0.7407407407,2.1003174054,-0.3413716299,1.7192248673,0.3148200816,0.0394333756,0.0657018703,0.1155788408,0.1145434795,-0.1065828517,3.5738581323,-0.3527455722,1.2559637802,-212.3333333333,11.5,163,1,15.1115971248,-10.3628103069,0.4161449345,294.5,12,NA,NA,NA,-0.3887485391,-0.246907543,0.374979878,0.0548984439,3.8261310282,-0.2952910061,1.0171685887,-0.9297430907,0.039867219,-0.173929669,7.2,5.8,NA,NA,NA,-245.6666666667,3.6438404048,-0.3840429695,1.2739263095,-173.8333333333,-214,40.1666666667,-2.6194444444,2.1544342985,-0.3293873657,1.7870805364,-0.3558429151,0.1361729434,-0.3067065884,3.3018719675,-0.4022706508,1.3155584058,-0.9544327295,-0.0775997934,0.2505314049,-20.1666666667,0.055923728,0.129817822,-0.3681380278,545,10,7,2891.5,55,-0.4805516966,0.3087014397,0.1758628129,0.417625875
s402,1.6035738554,-0.5607436112,1.0563874528,2,-0.2,980,-0.2333333333,475,4.3651287115,-0.5261238108,1.0383655999,-1.574583549,0.0074129525,0.0827653913,2.7792773828,-0.4026025697,1.3978433233,10,4.163336342e-17,0,-2.081668171e-17,3.330669074e-16,11.4166666667,0.0814285714,2,-0.0047428571,-1.3857142857,-0.0581648741,-0.542880527,5.6,5.1,2.2517240101,-0.6932650747,1.5528135534,0.5767773928,0.1952656366,-0.3653885462,0,-2.0108247346,0.2352774398,0.5188299124,-1.9280401872,-0.0858563933,0.4941841459,2.807633529,-0.5401302666,1.5906307118,0.9886363636,0.7682539683,115,0.8170028687,11.7,0.0010498144,1,24.4,0.0012993304,0.5555555556,0.2222222222,2.4412422261,-0.620314018,1.6263408322,-0.4337609369,0.3815096283,-0.4447142634,-0.2850119078,0.1311683354,-0.1835576937,1.8972902518,-0.4169793113,0.8482823917,-357.6666666667,-52,24.5,NA,NA,NA,0.4609205121,358,11,1.7250212394,-0.7806262185,2.0442418007,0.0971445979,0.1462280611,-0.1178061,0.0412906403,2.6228345314,-0.3829895377,1.0490693485,0.2353361172,0.070014235,0.0628495049,5.2,4.7,2.5275348359,-0.4649982892,0.9487090895,-455.5,2.0648391597,-0.464226195,0.9227928378,-312.3333333333,-373.6666666667,61.3333333333,-9.7138888889,2.2252158982,-0.4836176711,1.2169831266,-0.793701625,0.0279524679,0.0178364982,2.3800263616,-0.5023165493,1.4290587014,-0.8529691096,0.0590935666,-0.2033010067,-61,0.1127454266,-0.04904398,0.1842177235,1218.5,8,7,4942,37,0.061026655,-0.1255651761,0.148944402,0.150343985
s403,1.4311588591,-0.4547810782,1.0187452499,2.05,-0.4333333333,627,-0.3,446,3.7181509245,-0.4266164813,1.0355006238,-0.3898693814,0.0192922583,0.123609725,2.811904337,-0.2433231679,1.7795578036,4.5833333333,1.249000903e-16,2,-0.004,-1.4166666667,19.4166666667,0.2687943262,2,-0.0149148936,-0.8953900709,-0.2511978152,-0.6597643651,6.7,6.5,1.5573563088,-0.4736701951,1.3352381404,-2.58719326,-0.0256818085,0.2700498166,0.1388888889,2.0096983044,0.352926154,-0.523487656,-0.1560440323,0.1702465465,-0.3044710663,3.2811885928,-0.5645662463,1.5740594689,0.875,0.8,134,0.6809286594,5.6,0.0013511221,0.8323936462,14.6,0.0019961081,0.5555555556,0.2592592593,2.2673297969,-0.5477909761,1.2495814892,-1.0958717092,0.1729055341,-0.0481873737,-0.4996412277,0.0822803403,-0.350423797,2.6295675765,-0.397805,0.8126679858,-300.8333333333,9,9,1.0714285714,-3.2452765061,6.0374046291,0.619533426,572.5,11,1.715450709,-0.639160662,1.3798843661,-0.414388014,0.0383767964,-0.1331302945,0.0586036721,4.3313187902,-0.3221180975,0.8985300983,-1.6938625371,0.0428354418,-0.1430938091,6.9,4.8,2.5282451381,-0.4253453547,0.7982108083,-277.8333333333,3.420957374,-0.3991468406,0.9597939954,-204.6666666667,-294.3333333333,89.6666666667,6.5736111111,2.821929937,-0.4532982807,1.6137455547,0.2821604414,0.1705107287,-0.373399066,1.3008094992,-0.376883344,1.3399112677,0.3310658211,0.0439820565,0.3092607306,-1,-0.9255501233,0.077223058,-0.3796750302,605,10,6,2918.5,63,0.0358906303,-0.1192722392,0.2029703005,0.3563298782
s408,0.5785869341,-0.3451050504,1.081438005,1.3,-0.1333333333,625,-0.4,200,2.491799537,-0.3406133226,1.5364965519,0.1477648217,0.0110869324,0.1677720666,2.6162191977,-0.1950321347,1.6373194439,7.5416666667,-0.0208333333,1,-0.0001666667,-2.4583333333,7.3333333333,-0.05,1,0.0006666667,-2.6666666667,0.1439006481,-0.7749126956,9.2,10.6,1.5927995789,-0.7506125215,1.4861402812,-0.5346667845,0.033766453,0.6681029729,0.4722222222,-4.290833709,0.2053104435,0.1410300287,-2.4942714212,-0.0945597913,0.5418189345,2.7254931915,-0.5284597893,1.3713736765,0.914244186,0.7492063492,176,0.6083211422,3.1,0.0007580338,0.8065824509,10,0.0011352097,0.6388888889,0.5185185185,1.4606824337,-0.6337526724,1.7291428896,-0.6619386553,0.2333859743,-0.3017131541,-0.1435303631,0.0052044334,0.0213574177,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5400150787,317,3,NA,NA,NA,0.2062014705,0.3810190583,-0.2848280505,0.0783657497,2.8823609092,-0.2597632052,1.594220847,-0.4054077306,0.195318738,-0.7071533819,6.5,4.9,NA,NA,NA,NA,3.3148223349,-0.3772608474,0.9199655789,-356.0833333333,-288.6666666667,-67.4166666667,-40.6444444444,2.3215867576,-0.2661664535,1.9523713591,-0.3845854495,0.2102465064,-0.5659100624,2.2669233738,-0.3285342358,1.4619753111,0.1501757207,0.0643251616,-0.0617885041,11.3333333333,-1.1382527566,-0.031335985,-0.092679556,1347,6,5,4655,50,-0.9499154595,0.5697681594,0.9133156862,0.2467773976
s409,1.8955736548,-0.3915190522,1.3035211803,2.75,-0.2333333333,369,-0.1333333333,345,4.3106787465,-0.4791428626,1.056417599,-2.2855281612,0.0749353835,-0.0278191734,3.7573235993,-0.2923085628,1.3281881251,2.2083333333,0.0958333333,3,-0.0075,-1.0416666667,4.0416666667,0.0545303408,3,-0.003514547,-0.6172069825,-0.0705329912,-0.5551628988,8.4,6.4,2.0871035528,-0.454303154,2.0423902165,0.882768663,0.1137801303,-0.5745622714,0.2777777778,0.122799912,0.1663791244,-0.0542669583,-0.0125836803,-0.0923424145,0.0058742946,3.1721431995,-0.594085288,1.6245457,0.9375,0.7714285714,147,0.7225572586,7.8,0.0011932081,1,24,0.0013864687,0.6111111111,0.4814814815,2.361241129,-0.6016071834,1.7807129343,-1.2256087824,0.4497636525,-0.5973882389,0.1394107692,0.1165578132,-0.1614469868,NA,NA,NA,-261,6,242.5,1.1018518519,2.3262534605,-1.6245016699,0.5647509022,392,12,NA,NA,NA,-0.1692801668,0.0308446723,0.1132275833,0.0698389938,3.6157627848,-0.3268880373,1.0763483474,-0.954659323,0.083039687,-0.1585535039,6.9,5.7,3.6988028392,-0.6344975111,1.400935323,-269.3333333333,3.3070670956,-0.4745667408,1.3339872792,-262.1666666667,-225.6666666667,-36.5,87.2888888889,2.6029737035,-0.4744805189,1.4791342673,-0.7273960173,0.1917252424,-0.0352856754,2.0287390288,-0.4325033393,1.3892364756,-0.1194758114,0.0123271049,0.4421021945,-47.6666666667,-0.0715882687,0.0671821067,-0.5259990826,847,9,6,3669,50,0.100521239,-0.8990289352,0.1561066866,0.4824774191
s411,1.8881739882,-0.4915790974,1.4683968424,2.7,-0.3666666667,878,-0.5333333333,416,3.8550777378,-0.4726701013,1.1812672017,-0.5991520454,0.0072752282,0.170668003,4.2630555344,-0.359574573,1.1737933662,9.4166666667,0.0666666667,1,-0.0043333333,-2.75,12.8333333333,0.1906827881,3,-0.0083527738,-4.5881934566,-0.004791283,-1.1517239603,8.1,7.4,2.2951100438,-0.5524788694,1.2344564269,-0.054168189,0.0422391319,-0.3677240851,0.2222222222,0.2084965294,0.3492796149,-0.0516186234,0.3900431141,0.0029419177,-0.1403271768,2.9023434668,-0.5338255697,1.1521858133,0.9034090909,0.9142857143,283,0.8131072998,14.4,0.0017473117,0.9969726562,20.7,0.0022553843,0.6666666667,0.6296296296,2.1840204711,-0.4578781504,1.8511965989,-0.0365614966,0.2739497382,-0.5065237357,-0.2911703502,0.1401878625,-0.0822426002,2.8257151558,-0.3586065706,0.9668361075,-256.3333333333,16,55.5,NA,NA,NA,0.6848403713,574,16,1.712913611,-0.8067811891,1.6366034825,0.3210316304,0.1891624233,-0.2603909928,0.0731517854,2.934678148,-0.255640041,1.5658002746,0.5939686385,0.1105674338,-0.2635673995,6.2,5.7,NA,NA,NA,-228.6666666667,2.6412641446,-0.3963840328,0.8922440866,-209,-246.8333333333,37.8333333333,-6.3125,2.752307364,-0.3660380487,1.654566983,0.1476216742,0.1825007829,-0.3268973915,2.9007574441,-0.4169794301,1.6645010244,-0.1417037002,0.051567551,-0.3972159745,17.3333333333,-0.9437536191,-0.0669577575,0.239930062,719,10,9,3524.5,52,NA,NA,0.6614423449,0.3498056416
s420,1.1799281403,-0.4605194679,1.4600606079,2.25,-0.2333333333,656,-0.2333333333,220,3.6532880468,-0.4842187698,1.0538855826,0.0389637501,0.1044792727,-0.2371876434,NA,NA,NA,7.8333333333,0.0666666667,1,-0.0046666667,-1.9166666667,14.7083333333,0.031504065,1,-0.0012390244,-2.6483739837,0.2913645539,-0.7438233669,9.2,6.9,1.5980193027,-0.5581335878,1.4812859958,-0.2434362886,-0.1744833607,0.5605837399,0.7222222222,-0.8833370073,0.1386390791,0.1254509402,0.2131778099,-0.0898827997,0.2505643001,4.153115259,-0.526084221,1.2380257315,1,1,170,0.7112888336,9.6,0.0012869834,0.8643798828,16,0.0015050557,0.6666666667,0.5555555556,2.7189200353,-0.573320159,1.3567443714,-1.2897821867,0.0707104208,-0.0679560149,-0.1859427015,0.0099001115,0.1042746749,3.8910794972,-0.3659770231,1.1535709751,-337.1666666667,-9,74,1.0625,2.5205354969,-1.6692181431,0.5764527051,378,10,0.9688017025,-0.4650018632,1.4309371645,-0.2562999177,0.0385653188,-0.1573017879,0.0431582702,3.4271081719,-0.288173297,1.3408155272,0.0926099053,0.0549955537,-0.0352791889,5.4,5,3.2916046868,-0.5387180246,1.3619504706,-260.1666666667,3.3664569076,-0.4632415423,1.1344070895,-292.1666666667,-283,-9.1666666667,29.6388888889,2.4923568474,-0.4064991594,1.2580438549,0.1911046259,0.0593059371,0.4389720841,2.3656874157,-0.4569166921,1.0676510462,-0.2456443133,-0.0226053005,0.2251717369,-86.1666666667,-0.1411508889,0.0963667105,-0.3258764336,933,10,9,2195,45,-1.2009371455,1.6692031548,0.9035151993,0.2917111564
s425,1.6044092735,-0.4537954908,1.2802990905,2.9,-0.2333333333,513,-0.2,380,4.0744906061,-0.4872670592,1.1176555138,0.5620430028,0.0361701702,-0.1390122882,4.2733500096,-0.3840403158,1.1709657048,9.25,0.2,3,-0.0146666667,-3.1666666667,8,0.2260395365,3,-0.0117396046,-1.3203817314,0.0328147788,-0.9367403986,8.8,5.8,2.8176782953,-0.5441697039,1.5128341245,-0.5782424006,0.0045304965,0.2599243286,0.7777777778,0.4826990041,0.1457706144,0.0041038566,0.5457693236,-0.0925862339,-0.0030709473,3.8913694396,-0.4694710545,1.3242874198,1,0.7428571429,115,0.7898870468,8.3,0.0011568534,0.9989257812,21.4,0.0012355188,0.6388888889,0.6666666667,1.8327218176,-0.8458412881,1.4955024803,-0.4628423592,-0.0389582887,0.098541225,0.1536075713,0.187532699,-0.4916642873,2.9108289176,-0.3650974678,1.5401120021,-248.5,-18.5,252,NA,NA,NA,0.6205315846,444.5,12,2.5488964227,-0.595795355,1.3834852186,-0.3429829802,-0.0061578765,0.2206806932,0.0840353337,4.1284580509,-0.384675634,1.1130353739,0.1064482219,0.0282176615,-0.0279771567,7,5.9,3.851367979,-0.5539886936,1.3468943591,-273,3.6343279603,-0.5473364767,1.2779228924,-243.3333333333,-235.6666666667,-7.6666666667,87.6819444444,3.701837333,-0.459138692,1.2301666664,0.15099048,0.067564481,-0.0482096435,2.6055944665,-0.5143761825,1.0640906549,0.2801522888,-0.0182692479,0.1258915215,-37.5,-1.2813001206,0.029124185,-0.30463293,977,11,10,3728.5,47,NA,2.1084290786,0.8712921405,0.4169467646
s427,1.4877881161,-0.4057891385,1.3601137564,2.6,-0.4666666667,789,-0.3666666667,500,3.630984491,-0.4522813625,1.0603591426,-1.5631572864,0.0443920903,-0.1133929536,3.8868678676,-0.3009689505,1.0012741443,18.5416666667,0.0541666667,2,-0.0045,-2.0416666667,15.8333333333,0.0434143353,0,-0.0035662651,-0.2646518276,0.1679178428,-0.6798390487,8.4,7.6,2.3950042158,-0.5400925408,1.1829679987,-1.0774312108,-0.0357096862,0.5814299708,0.8888888889,0.8613390996,0.2425740113,-0.3238566057,-1.2214912776,-0.0449662832,-0.1532165096,3.1404256245,-0.5086349618,1.6446133714,0.75,0.6571428571,178,0.7865528107,9.7,0.0007102496,0.9581481934,18.7,0.0014388031,0.5,0.7037037037,3.0062875802,-0.5179617865,1.4084169899,-0.8203152728,0.2024906998,0.0511393623,-0.1666636531,0.0139480304,-0.3331968293,2.5178301238,-0.3898630718,0.9523657891,-337.6666666667,-23,24.5,1.3257575758,-3.4354370817,15.2319855918,0.440642957,354.5,14,NA,NA,NA,-0.5132232341,-0.0971044333,0.4702281358,0.1020058615,3.9170343879,-0.2895099849,1.1731119503,-0.1599118407,0.1398432967,-0.5230540923,5.9,5.8,2.63947368,-0.3029904975,1.2757451819,-343,2.3807148589,-0.3030049803,1.0773862094,-211.8333333333,-282.3333333333,70.5,93.9777777778,3.3899892441,-0.4263807789,1.1357403592,-1.1376490206,0.1077851253,-0.0711164415,2.4451903549,-0.3778991036,1.6462324427,-0.0519369822,-0.0021296247,0.0782545808,47.1666666667,-0.5035832467,0.0357164772,-0.2235929033,879,10,8,3582,46,0.4334611446,-0.1745995107,0.8524613581,0.6024930231
s429,1.076561542,-0.2363251203,1.1590834691,1.6,-0.1,406,-0.2666666667,578,3.5254413604,-0.3935546499,1.291718235,-1.697789318,-0.0036819194,-0.0341982248,1.7800089959,-0.1130162581,1.3720981416,19.375,0.0208333333,0,-0.0008333333,-0.625,18.5416666667,-0.1352941176,1,-0.0025980392,-0.4828431373,-0.0018621124,-0.6877310525,6.5,6.9,1.8393156962,-0.5790647211,1.3036888,-0.1882594256,-0.0090815065,0.1664757706,0.0277777778,-0.4295222014,0.1762698756,0.135078575,-0.0676316593,-0.034474228,0.2792229774,2.6207916158,-0.424445275,0.9295345998,0.9195402299,0.3047619048,190,0.5,0,NA,0.5490048051,0.8,0.0009045623,0.3888888889,0.2592592593,3.3956544258,-0.4214068445,0.9916485625,-1.6135987305,0.0617202412,-0.0095766507,0.4047811907,0.0915875114,-0.1967781557,2.4588831507,-0.3359680923,0.7234406661,-248,-47,48.5,1.2666666667,-8.9742348866,8.6864795774,0.3756484354,251,12,0.9819616246,-0.6527265278,1.8246736169,0.3042576994,0.1353715079,0.213172567,0.0087239291,4.6642025928,-0.2828205335,0.9851887346,-1.9286351487,0.0836866018,-0.2568461857,5.5,4,3.553010982,-0.4620436982,1.2633330976,-237,2.3681729063,-0.3882828142,1.113306821,-238.8333333333,-194,-44.8333333333,151.0833333333,2.4157823262,-0.3421891877,1.1209827027,0.5786769472,0.0113008656,0.1647745076,1.8017030317,-0.4836992,1.6194515304,-0.2818860151,0.1035709477,-0.1885215582,-33.1666666667,-0.2894519625,-0.1631391783,0.1289855946,853,9,5,6314,47,-0.5412162575,2.0171227773,0.6865096276,0.3257203909
s430,1.3351408782,-0.3787992675,1.2625087572,2.3,-0.2666666667,610,-0.2333333333,430,2.6252450553,-0.3581226875,1.6832107155,-0.4841400608,0.1195297953,-0.1743648697,2.5265621485,-0.236091706,1.5376603086,8,0.0666666667,1,-0.002,-2.75,16.1666666667,0.0908004901,1,-0.0021686747,-4.6101694915,0.3154680378,-0.505265285,7.9,6.3,0.530695252,-0.8542695253,1.3061115169,-0.0592107247,0.0636744647,-0.279658721,0.1944444444,1.1738351586,0.0231131174,-0.0928082036,NA,NA,NA,2.5571135821,-0.5571409474,1.298428174,NA,0.7142857143,117,0.7857666016,16.4,0.0016728677,0.999609375,22,0.0018542194,0.6666666667,0.2222222222,2.2056353666,-0.6289332811,1.8926008048,-1.0602384264,0.0629729577,-0.4565377254,-0.338690149,0.1096982091,0.2530461952,2.3929767016,-0.4385837028,1.181504868,-431.1666666667,21,-22.5,NA,NA,NA,0.6430235714,409.5,5,1.4372725535,-1.1066271064,1.2466386176,-0.0971015502,-0.238598853,0.4584650451,0.036936743,1.9548227363,-0.3739241874,1.2381522292,-0.8413465488,0.1307091842,-0.3899422545,4.7,4.2,2.6242206899,-0.4918221169,1.4265585087,-271.6666666667,2.1844597199,-0.4369041792,1.152072215,-296.6666666667,-331.6666666667,35,-9.0097222222,2.3811755124,-0.4690658319,1.5986484281,-0.0703201884,0.0363791893,0.0581586238,1.7060237324,-0.5464405302,1.097172414,0.1997092649,0.0021873563,-0.0760901576,-15.1666666667,-0.3463090111,-0.0267391656,0.2328212609,861.5,9,2,3314,60,-0.7472935439,-0.0636366723,0.8174712713,0.3280157393
s434,1.1036443087,-0.6963607279,0.990475658,1.8,-0.3333333333,695,-0.4,410,3.8775303479,-0.4492982384,1.1744271438,-0.435843727,0.0645595135,-0.0520955127,NA,NA,NA,13.9583333333,-0.0208333333,2,-0.0058333333,-3.125,29.8695652174,2.91433544e-16,2,-1.110223025e-16,-1,0.1273562125,-0.3435296565,7.3,6.2,2.0818543731,-0.5453424533,1.3465689133,0.2369256928,0.0628715219,-0.1093827098,0.1666666667,0.5210028326,0.2572264998,-0.1399331616,-0.5500948781,-0.0631459784,0.4584538804,4.917803183,-0.50080659,1.0502221788,1,0.9714285714,172,0.8313476562,13.8,0.0016363106,1,25,0.0015258532,0.6388888889,0.4074074074,2.1341481465,-0.6446435079,1.7166388623,-0.7385663449,0.2292100517,-0.2577375001,-0.6247887684,0.0352357513,-0.245799268,3.2227855964,-0.3822633019,1.392781566,-306,14,70.5,1.0384615385,5.8360463331,-2.2067628893,0.4189574061,307,10,NA,NA,NA,1.2434707572,0.0440822237,-0.3670374343,0.0791837974,3.2863795864,-0.3445450701,1.1842272616,0.732423116,0.0765861991,-0.2158243351,5.3,4.9,4.4867944428,-0.4210362197,0.8434060624,-280,3.4753174937,-0.4133301932,0.9469311413,-244.6666666667,-285.3333333333,40.6666666667,51.0861111111,2.8360299766,-0.4079266218,1.5982198815,-1.0578760433,0.0306237968,-0.2496891228,3.0935135239,-0.4501555283,1.5808397443,-0.4666336077,-0.0381667138,0.3341461255,23.3333333333,-0.219036952,0.110143973,-0.7379204013,669,10,7,4142,47,NA,NA,0.6682028853,0.4220962587
s441,0.6979448432,-0.2981501414,1.4684893553,1.55,-0.3333333333,560,-0.4333333333,391,3.2814683462,-0.4844169988,1.1733002411,-0.7962904617,0.0657204161,-0.1618514296,3.2596017669,-0.3676023551,1.5246688568,10,2.081668171e-16,0,2.602085214e-18,-1.110223025e-16,13.1666666667,-0.0170212766,1,0.0001702128,-4.4964539007,-0.1576093857,-0.744267249,6.7,5.5,2.5502631429,-0.5723426057,1.6714666833,0.1384361546,0.0199494916,-0.1773952951,0.2222222222,0.5254878871,0.1367260358,-0.2410455715,0.9494861543,0.1255098445,0.174851889,2.8887138452,-0.5612659975,1.5379340061,0.988372093,0.7968253968,179,0.7985671997,10.9,0.0017424483,0.988671875,23.3,0.0016435172,0.4444444444,0.4444444444,1.7010522513,-0.611918001,1.5919853133,-1.9851440625,0.0094143972,-0.2466252898,-0.8904833276,0.0898736775,-0.1482147351,2.4681525178,-0.4733081619,1.1882062054,-389.3333333333,-43,60.5,NA,NA,NA,0.7661515078,533.5,11,NA,NA,NA,-0.74895014,-0.0605193677,0.4308351268,0.0166330672,3.3513843208,-0.2823530585,1.1612575359,0.8649316841,0.1055446833,-0.2382194397,5.1,5.5,3.020571705,-0.4913199056,1.4822812539,-324.3333333333,2.6058370085,-0.4452243654,1.1673842286,-266.3333333333,-359.8333333333,93.5,56.2986111111,3.0134163862,-0.5018951152,1.5112006799,-0.4697473507,0.0588672726,0.2707133309,2.3727078742,-0.5518532975,1.2763990583,0.3987087729,-0.0034063154,-0.0202760957,32.5,-1.1578188677,-0.0064114432,-0.0454631306,836,8,8,3492.5,41,0.0508124096,-0.0307716587,0.2099747325,0.1588319678
s446,1.5888762466,-0.3592660856,1.2874130344,2.85,-0.6,309,-0.3,680,3.73388382,-0.4998237918,1.0311374931,0.157549599,0.0159714528,-0.0500065328,3.7776073914,-0.2800802507,1.1375680321,14.1666666667,-0.0416666667,2,-0.0066666667,-3.3333333333,10.5833333333,0.0371428571,2,-0.0079428571,-2.7285714286,-0.0515205725,-0.9573345259,6.1,7.9,1.6408160595,-0.763179173,1.1119767395,-0.6464218435,0.2950485718,0.0996784017,0.3333333333,0.3386314128,0.2291959523,0.1057311879,-0.4600766001,-0.069316139,0.4302689623,4.3297542071,-0.4833877041,1.1928589308,1,0.9396825397,270,0.7371804237,6.2,0.0009380799,0.8735153198,15.6,0.0017186378,0.4722222222,0.3703703704,2.3107830875,-0.4327446381,1.8446906159,-0.7057281755,0.1998720286,-0.574164471,0.2807833569,0.0470356666,0.6899847563,3.5358240211,-0.3653780398,1.1532071222,-270.5,-9,68,1.5,7.270104645,-5.8583080414,0.3280554049,238.5,18,1.3446991941,-0.9462346541,1.5227887786,0.2806767316,0.1024482066,-0.2190576528,0.0328482607,3.9775636527,-0.3329245146,0.9784432476,0.0535089517,0.0408596038,-0.190054116,7.3,6,4.336321304,-0.3776422004,0.9403217977,-298.5,3.1099293128,-0.3495268449,1.1933165322,-254,-288.6666666667,34.6666666667,-57.0958333333,4.3745550876,-0.4530795226,1.0409920096,-1.4571019536,0.0025549059,0.2787027464,2.9128915725,-0.4619471356,1.1118431193,-1.0814188509,-0.0811273412,0.3846793195,-37,1.2273375805,0.1376175408,-0.3852777781,557,11,9,3403.5,47,NA,NA,0.3533319467,0.1831966041
