"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-SelfConceptWorker","UPDATE-SelfConceptWorker","CURRENT-SelfConceptTester","UPDATE-SelfConceptTester","CURRENT-RetestWorkerB5","UPDATE-RetestWorkerB5","CURRENT-RetestWorkerB4","UPDATE-RetestWorkerB4","CURRENT-RetestWorkerB3","UPDATE-RetestWorkerB3","CURRENT-RetestWorkerB2","UPDATE-RetestWorkerB2","CURRENT-RetestWorker","UPDATE-RetestWorker","CURRENT-Pilot_EMA","UPDATE-Pilot_EMA","CURRENT-LifetimeWorker","UPDATE-LifetimeWorker","CURRENT-F/U","UPDATE-F/U","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A2XI9YL5UOO2YC","https://requester.mturk.com/workers/A2XI9YL5UOO2YC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2XKVB8BRQBL73","https://requester.mturk.com/workers/A2XKVB8BRQBL73","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A2XUADP5L61HQ5","https://requester.mturk.com/workers/A2XUADP5L61HQ5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2Y0DORPPJ9B46","https://requester.mturk.com/workers/A2Y0DORPPJ9B46","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2Y2HJ74G50DYO","https://requester.mturk.com/workers/A2Y2HJ74G50DYO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A2YBZFSUD5OP7W","https://requester.mturk.com/workers/A2YBZFSUD5OP7W","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YJFCTJPPX66","https://requester.mturk.com/workers/A2YJFCTJPPX66","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YKW761AK4ZGY","https://requester.mturk.com/workers/A2YKW761AK4ZGY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YM9Y5ZZ3MHPC","https://requester.mturk.com/workers/A2YM9Y5ZZ3MHPC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YNN8T8ROWHES","https://requester.mturk.com/workers/A2YNN8T8ROWHES","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YTO4EY3MNYAJ","https://requester.mturk.com/workers/A2YTO4EY3MNYAJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YTOX7SEDJ1TC","https://requester.mturk.com/workers/A2YTOX7SEDJ1TC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YYQJ3JWA2KGD","https://requester.mturk.com/workers/A2YYQJ3JWA2KGD","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A2Z7SWO6HS5OOI","https://requester.mturk.com/workers/A2Z7SWO6HS5OOI","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2ZDK0Y5466BXN","https://requester.mturk.com/workers/A2ZDK0Y5466BXN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3083883A6RJES","https://requester.mturk.com/workers/A3083883A6RJES","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"A31AG5Q0S5OI5V","https://requester.mturk.com/workers/A31AG5Q0S5OI5V","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A31O5XYX80XD21","https://requester.mturk.com/workers/A31O5XYX80XD21","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A31UCN0JE96WP7","https://requester.mturk.com/workers/A31UCN0JE96WP7","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A31XT6RPLN6359","https://requester.mturk.com/workers/A31XT6RPLN6359","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A321AGEY23DDEH","https://requester.mturk.com/workers/A321AGEY23DDEH","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A323WW03VM8089","https://requester.mturk.com/workers/A323WW03VM8089","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A32ES5EUTQUQVN","https://requester.mturk.com/workers/A32ES5EUTQUQVN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A32OK9EMO9VJ2R","https://requester.mturk.com/workers/A32OK9EMO9VJ2R","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A32QJF67JMJFKX","https://requester.mturk.com/workers/A32QJF67JMJFKX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A32UE0WDFAUWBE","https://requester.mturk.com/workers/A32UE0WDFAUWBE","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A33249GFIAKI1G","https://requester.mturk.com/workers/A33249GFIAKI1G","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A333STM8M95GJX","https://requester.mturk.com/workers/A333STM8M95GJX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A336V7IY38Q2WN","https://requester.mturk.com/workers/A336V7IY38Q2WN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A33KIELSFIQ02Q","https://requester.mturk.com/workers/A33KIELSFIQ02Q","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A341XKSRZ58FJK","https://requester.mturk.com/workers/A341XKSRZ58FJK","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A34930YXVQ8SUT","https://requester.mturk.com/workers/A34930YXVQ8SUT","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A34GXB9CLD01FZ","https://requester.mturk.com/workers/A34GXB9CLD01FZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A34PK1C7TPHWG3","https://requester.mturk.com/workers/A34PK1C7TPHWG3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A34SCRE20A7XV5","https://requester.mturk.com/workers/A34SCRE20A7XV5","4","4","100.00%","4","4","100.00%","3","3","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A34SUZWGLXIWM8","https://requester.mturk.com/workers/A34SUZWGLXIWM8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A351P2O6QGTCS","https://requester.mturk.com/workers/A351P2O6QGTCS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3527QDVIOHI8E","https://requester.mturk.com/workers/A3527QDVIOHI8E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3554I2Q2M4QL9","https://requester.mturk.com/workers/A3554I2Q2M4QL9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3579N2TITA69M","https://requester.mturk.com/workers/A3579N2TITA69M","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A359ETX78LN74M","https://requester.mturk.com/workers/A359ETX78LN74M","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A35BY30TC8WCL4","https://requester.mturk.com/workers/A35BY30TC8WCL4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A35EI6GDSC0EY8","https://requester.mturk.com/workers/A35EI6GDSC0EY8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A35JCNZJI2MQ20","https://requester.mturk.com/workers/A35JCNZJI2MQ20","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A35RZY0SR3RZB5","https://requester.mturk.com/workers/A35RZY0SR3RZB5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A362CV8OOYJA6W","https://requester.mturk.com/workers/A362CV8OOYJA6W","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A36662QQDZ9J3R","https://requester.mturk.com/workers/A36662QQDZ9J3R","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A366JCV00ETS7V","https://requester.mturk.com/workers/A366JCV00ETS7V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A36E1O48KQ6OP0","https://requester.mturk.com/workers/A36E1O48KQ6OP0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A36SM7QM8OK3H6","https://requester.mturk.com/workers/A36SM7QM8OK3H6","2","2","100.00%","2","2","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","2","","Never Blocked","",""
"A36ZRUGMKQA5KO","https://requester.mturk.com/workers/A36ZRUGMKQA5KO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
"A374STD2W8N1U8","https://requester.mturk.com/workers/A374STD2W8N1U8","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","","","1","","","","Never Blocked","",""
"A376F1W1MTY3J","https://requester.mturk.com/workers/A376F1W1MTY3J","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A37EV8RZ82WT8E","https://requester.mturk.com/workers/A37EV8RZ82WT8E","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A37I58C4258IPX","https://requester.mturk.com/workers/A37I58C4258IPX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A37JD0XUZHQYRC","https://requester.mturk.com/workers/A37JD0XUZHQYRC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A37LY5UTJV2KYZ","https://requester.mturk.com/workers/A37LY5UTJV2KYZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A37PO5YNKE5D97","https://requester.mturk.com/workers/A37PO5YNKE5D97","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A37S96RT1P1IT2","https://requester.mturk.com/workers/A37S96RT1P1IT2","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A37WDOIQH6JM6V","https://requester.mturk.com/workers/A37WDOIQH6JM6V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3862RIFFUV141","https://requester.mturk.com/workers/A3862RIFFUV141","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A38DXFI1TZA295","https://requester.mturk.com/workers/A38DXFI1TZA295","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A38K3QQPV8CTPC","https://requester.mturk.com/workers/A38K3QQPV8CTPC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A39EBLPHUIPAFH","https://requester.mturk.com/workers/A39EBLPHUIPAFH","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A39GADIK8RLMVC","https://requester.mturk.com/workers/A39GADIK8RLMVC","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A39K9RKR1YHQOR","https://requester.mturk.com/workers/A39K9RKR1YHQOR","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A39N252SR5Z8GW","https://requester.mturk.com/workers/A39N252SR5Z8GW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A39WGGJ22N4S4F","https://requester.mturk.com/workers/A39WGGJ22N4S4F","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3A45JLSQM0P1E","https://requester.mturk.com/workers/A3A45JLSQM0P1E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3ACUGH5N9VQO2","https://requester.mturk.com/workers/A3ACUGH5N9VQO2","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3AIX82WZQZB5A","https://requester.mturk.com/workers/A3AIX82WZQZB5A","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A3AJJHOAV7WIUQ","https://requester.mturk.com/workers/A3AJJHOAV7WIUQ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3AO2N7BNFDGF3","https://requester.mturk.com/workers/A3AO2N7BNFDGF3","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3ASF4ZVP6BUGO","https://requester.mturk.com/workers/A3ASF4ZVP6BUGO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3AZJGI9D7C0PD","https://requester.mturk.com/workers/A3AZJGI9D7C0PD","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3B7TNVOISSZ2O","https://requester.mturk.com/workers/A3B7TNVOISSZ2O","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3BI0AX5T5GVO3","https://requester.mturk.com/workers/A3BI0AX5T5GVO3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3BL2ZEODD79AZ","https://requester.mturk.com/workers/A3BL2ZEODD79AZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3BOZ97M5XJGP8","https://requester.mturk.com/workers/A3BOZ97M5XJGP8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3BSE5PUEKPTRU","https://requester.mturk.com/workers/A3BSE5PUEKPTRU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BUWQ5C39GRQC","https://requester.mturk.com/workers/A3BUWQ5C39GRQC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3BUX2X4NAIB3K","https://requester.mturk.com/workers/A3BUX2X4NAIB3K","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3C4FJZQDK2SZX","https://requester.mturk.com/workers/A3C4FJZQDK2SZX","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3C9VI7QCLEVGT","https://requester.mturk.com/workers/A3C9VI7QCLEVGT","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A3CF8ULBSE8MTL","https://requester.mturk.com/workers/A3CF8ULBSE8MTL","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3CIUPLZ6614U2","https://requester.mturk.com/workers/A3CIUPLZ6614U2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3CMRD0ZMKYWJS","https://requester.mturk.com/workers/A3CMRD0ZMKYWJS","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3CPBEVHGIPGW3","https://requester.mturk.com/workers/A3CPBEVHGIPGW3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3CYV47MM7OA6M","https://requester.mturk.com/workers/A3CYV47MM7OA6M","5","5","100.00%","5","5","100.00%","4","4","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3CZFTXS9EQSY3","https://requester.mturk.com/workers/A3CZFTXS9EQSY3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3D3GGRRZDV4PX","https://requester.mturk.com/workers/A3D3GGRRZDV4PX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3DFJV1RD653DQ","https://requester.mturk.com/workers/A3DFJV1RD653DQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3DHJDGGSPEI0O","https://requester.mturk.com/workers/A3DHJDGGSPEI0O","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A3DKYNYN50FYFY","https://requester.mturk.com/workers/A3DKYNYN50FYFY","3","3","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","","","","","","","","","4","","","","","","Never Blocked","",""
"A3DXUDP72R7GE1","https://requester.mturk.com/workers/A3DXUDP72R7GE1","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3E3OELJKHW58C","https://requester.mturk.com/workers/A3E3OELJKHW58C","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3E9A9O3CLMEW","https://requester.mturk.com/workers/A3E9A9O3CLMEW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3EBUBRYCKB6AF","https://requester.mturk.com/workers/A3EBUBRYCKB6AF","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3EEAG6KPMSKB7","https://requester.mturk.com/workers/A3EEAG6KPMSKB7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3EHI7J2E5DSJK","https://requester.mturk.com/workers/A3EHI7J2E5DSJK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3EJ44J2ZNRMDA","https://requester.mturk.com/workers/A3EJ44J2ZNRMDA","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3EPDU2O2JMR50","https://requester.mturk.com/workers/A3EPDU2O2JMR50","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3EWCWQBNJF0QV","https://requester.mturk.com/workers/A3EWCWQBNJF0QV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3EYWJCIO1MG9W","https://requester.mturk.com/workers/A3EYWJCIO1MG9W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3F0NFNLOLFJT0","https://requester.mturk.com/workers/A3F0NFNLOLFJT0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A3F6SDO4GYBE4Y","https://requester.mturk.com/workers/A3F6SDO4GYBE4Y","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A3F7FH2NDBBN1M","https://requester.mturk.com/workers/A3F7FH2NDBBN1M","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A3F8G26PENQ6EO","https://requester.mturk.com/workers/A3F8G26PENQ6EO","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A3F90N8YVKJ4I7","https://requester.mturk.com/workers/A3F90N8YVKJ4I7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A3FAURB3U6YND5","https://requester.mturk.com/workers/A3FAURB3U6YND5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3FCCMXFY0A28Z","https://requester.mturk.com/workers/A3FCCMXFY0A28Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A3FCZNB9E8K3CX","https://requester.mturk.com/workers/A3FCZNB9E8K3CX","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A3FFZN4FO3Q789","https://requester.mturk.com/workers/A3FFZN4FO3Q789","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3FJCLBK3HF4PD","https://requester.mturk.com/workers/A3FJCLBK3HF4PD","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3FJE9AUW0O41D","https://requester.mturk.com/workers/A3FJE9AUW0O41D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3FOKP72T5I4FR","https://requester.mturk.com/workers/A3FOKP72T5I4FR","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A3FYSDFRZF4T8","https://requester.mturk.com/workers/A3FYSDFRZF4T8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3G00Q5JV2BE5G","https://requester.mturk.com/workers/A3G00Q5JV2BE5G","2","2","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A3G55RJTW3BSGM","https://requester.mturk.com/workers/A3G55RJTW3BSGM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3G5FY6NGZWIY7","https://requester.mturk.com/workers/A3G5FY6NGZWIY7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3GEHH49HNJM57","https://requester.mturk.com/workers/A3GEHH49HNJM57","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3GEL5PWFIK05S","https://requester.mturk.com/workers/A3GEL5PWFIK05S","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3GJI120COG36D","https://requester.mturk.com/workers/A3GJI120COG36D","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3GK9LWMSDH4P9","https://requester.mturk.com/workers/A3GK9LWMSDH4P9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3GLMBZSG3VU4P","https://requester.mturk.com/workers/A3GLMBZSG3VU4P","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3GM78FCDY293T","https://requester.mturk.com/workers/A3GM78FCDY293T","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A3GOI327COFGY5","https://requester.mturk.com/workers/A3GOI327COFGY5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3GRV5A91OW2BV","https://requester.mturk.com/workers/A3GRV5A91OW2BV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GZYWA9S6J0K9","https://requester.mturk.com/workers/A3GZYWA9S6J0K9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3H2HWBP6C2FIV","https://requester.mturk.com/workers/A3H2HWBP6C2FIV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3HAPMZV7CYDY8","https://requester.mturk.com/workers/A3HAPMZV7CYDY8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3HESOWHVBQOEI","https://requester.mturk.com/workers/A3HESOWHVBQOEI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3HHDPKL3O3O7Y","https://requester.mturk.com/workers/A3HHDPKL3O3O7Y","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
