,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s441,0.6071494213,0.010937835,1.9010018762,1.55,29.35,0.33333333330000003,560,24.7058823529,0.4333333333,391,-0.42648886810000003,-1.0812352756,3.442707225,0.38515556910000004,1.9181354523,-1.0013144038,0.000299325,0.0006684933,0.0039775391,3.4337765934,0.3438762842,1.7650589181,0.1666666667,0.6666666667000001,10.0,2.0816681709999999e-16,0,2.6020852140000003e-18,-1.110223025e-16,13.1666666667,-0.0170212766,1,0.00017021280000000002,-4.4964539007,-0.1576093857,0.7442672490000001,6.7,5.5,1.910151989,0.42853807060000004,2.264375363,0.0714020717,0.2222222222,-2.6683150045,-2.2992362779,0.1954308362,4.9292732649,2.4123833807,0.35778659100000004,1.6580914385,-0.9437793146000001,3.5708010963,179.0,5,0.7985671997,0.0017424483,0.9886718750000001,0.0016435172,0.4444444444,0.0038729833,0.009797959,0.0256124969,-1.204456196,0.7364682220000001,0.0241319054,2.1890930654,-0.4952099273,372.3333333333,2.3050722593,0.3402691107,1.7923175483,43.0,60.5,,,0.7661515078000001,11,1.640012558,0.4893903081,2.4073926742,-0.708036477,2.3796327877,0.4689171851,1.8328034272,-0.3729983013,0.33333333330000003,0.0166330672,3.5607771953,0.2552515544,1.5914508817000002,-0.7512733727,325.0,5.1,5.5,330.3333333333,2.9946511043,0.0087598443,4.4206017199,269.8333333333,367.8333333333,2.5578739221999998,0.3394902389,1.7544891580000002,98.0,51.7946169772,2.8625162485,0.3365859711,2.8178508124,-0.9858747963000001,0.229810689,0.2312762576,1.6201747776,0.2631034816,2.1225975339,-0.4971711314,-0.5666380193,2517.875,-5,8,5299.0,0.257290984,0.0337998975,0.23162103790000002,0.2099747325,0.1588319678
s446,1.4736352887,0.3182288627,1.4319889234,2.85,28.25,0.6000000000000001,309,35.2380952381,0.30000000000000004,680,-0.6375157579,-0.1305693288,4.3673223529000005,0.3146530805,2.867083773,-0.6283107246,0.000220344,0.009334137000000001,0.0175771484,4.415089809,0.1593465311,2.4302604537,0.6666666667000001,0.1666666667,14.1666666667,-0.0416666667,2,-0.006666666700000001,-3.3333333333,10.5833333333,0.0371428571,2,-0.0079428571,-2.7285714286,-0.0515205725,0.9573345259,6.1,7.9,1.4491637758,0.6165814523,1.8575389189,-1.0041636637,0.33333333330000003,-3.0969236171,-1.0813779043,0.0,5.3201349372,4.8495233330000005,0.051408543800000005,4.078790064,-0.5749801717,4.308399382,270.0,8,0.7371804237,0.0009380799000000001,0.8735153198000001,0.0017186378000000001,0.47222222220000004,0.009797959,0.0250474647,0.0256124969,-0.8150097590000001,1.8108259813,0.4168000731,1.913506913,-0.4297400266,269.0,3.4790875655,0.31748754300000004,1.4902770399,9.0,68.0,11.318298362,-10.1298726495,0.3280554049,18,1.124518101,0.5909143756,2.2310988381,-0.0722601251,3.190025298,0.3995706493,2.114018787,-1.5528456029000002,0.5285359801,0.0328482607,3.7214231985,0.319716106,1.1311727067,-0.5695000894000001,319.5,7.3,6.0,292.5,4.4329550508,0.3014135539,1.6696203666,255.0,291.1666666667,3.3514977101,0.3110843502,1.5562490976999999,36.1666666667,-59.1558571778,3.2461947689,0.3994090844,1.5223484978,-1.7124124806,-0.8047963858,-0.6944950947,2.0575067853,0.3831314791,1.6139844170000002,0.7602780218,0.26632573060000003,1646.6106060606,1,9,3307.8333333333,,,,0.3533319467,0.1831966041
s449,1.4254948035,0.3701124692,1.3139837062,3.8,53.35,0.33333333330000003,1016,21.4666666667,0.5,296,0.0185170492,-1.2722585697,2.8607064128,0.36321153980000004,1.5272607231,-1.0952916784,0.0005557255,0.0002720833,0.0142128906,3.5866355305,0.2795942996,1.1368203996,1.0,0.0,4.5,0.058333333300000005,2,-0.0053333333000000005,-1.5,6.5,0.057559439100000005,2,-0.0085376956,-1.3529770372,-0.0594019397,0.794921875,7.8,4.7,1.5747653932999999,0.4737365505,1.7532914684,-0.39736059570000004,0.5555555556,-1.9614903579,0.37198870100000003,-0.5629734621,4.194188013,2.7306784564,0.2396702189,1.4367410462,-1.070541321,3.8243251091,246.0,6,0.7666687012000001,0.0017125011,0.9,0.0021133988,0.6666666667000001,0.0015811388,0.009797959,0.009797959,-1.6443401025000002,1.9074474077999999,0.3054339808,1.6811133478,-0.160240185,260.3333333333,2.4573522345,0.2486956935,1.7899013075,11.0,237.0,,,0.3918505786,15,1.704493862,0.4999443525,1.9712220601000001,0.4153813924,2.9467506961,0.3727634751,1.6015371836,-1.5528680846,0.3449131514,0.07129320410000001,2.8545358041,0.2534072182,1.8595266949,-0.8468796930000001,321.0,5.8,5.0,240.5,3.781024129,0.2413820721,4.2972397949,234.5,234.6666666667,3.0471146318,0.36246894430000004,1.567006573,0.1666666667,65.8975402758,2.7988251787,0.4319057819,1.9802069201,-1.2571188848000001,-0.2060845265,-0.1441050842,1.6264251098,0.3378203638,1.3669296188,-0.3043802865,-0.7459160017,1597.55,3,9,4259.9166666667,-0.9435625967000001,0.36713126760000003,-0.6734286163000001,0.8238883472,0.5082991130000001
s450,1.5631471074999999,0.3291571286,1.5892154317,3.15,31.9583333333,0.2,742,25.9545454545,0.2666666667,541,-0.131143758,-0.7773116843000001,5.4215607757,0.4125427284,2.3050488658,-0.19912738060000001,0.0105122089,2.3063798828,0.2560898438,4.29459929,0.25825544,1.2608422404000001,0.8333333333,0.0,6.0416666667,-0.0625,2,-0.0081666667,-2.7083333333,6.1666666667,0.0079764903,2,-0.0080142737,-0.9363979849,-0.1374406363,0.9550444665000001,7.2,6.8,2.1388299216,0.5237129337,2.2838523987,-0.6775031539,0.0,-0.5098052644000001,6.1706788876,0.1910395678,4.9380558016,2.9526818624,0.197329906,1.232363159,-0.8075379761,4.3503317988,148.0,8,0.888521862,0.0017309969000000001,1.0,0.0018450159,0.7222222222,0.06403124240000001,0.06403124240000001,0.158113883,-0.7695608220000001,1.7685948007999999,0.38639433710000004,1.9701619549,-0.125599559,357.0,3.1214003797,0.31912835300000003,1.5639007532,70.0,115.0,-15.5979053517,21.3971561364,0.44247084940000003,16,1.4464825435,0.6065867042,1.8093869436,0.0213844844,2.7520720427,0.43145355220000003,2.4910645341,-1.4697746682,0.5481481481,0.0547134593,3.7739741098,0.28522296010000003,1.2270735587,-0.6596216396,310.0,7.3,7.2,291.0,3.1918284172,0.3446958558,1.5829711804,284.8333333333,307.6666666667,3.4097513707,0.34391053320000003,1.5907576133,22.8333333333,-28.5246717627,2.562292872,0.3383693075,2.3238654736,-0.7287587906,-0.8844056188,-0.071837514,1.752755918,0.3635808492,1.7501742945,0.5350309195,-0.20140994510000002,1531.8466666667,9,8,3743.4166666667,1.1349925678,-0.8394703784,0.4766892512,0.8126815854,0.39291361810000003
s451,1.1065864629,0.0964769885,1.9605354735,2.15,39.7368421053,0.36666666670000003,715,20.2380952381,0.30000000000000004,400,-0.5252210267,-0.9694064909000001,2.7691753605000002,0.3866939733,1.6095473404,-0.9221438436,3.02162e-05,0.0017713318,0.0106191406,5.2344480944,0.307094586,1.9353027153000002,0.8333333333,0.0,13.9583333333,0.0625,1,-0.0028333333,-2.625,15.5416666667,0.0104761905,1,-0.00015238100000000002,-3.9380952381,-0.1580180448,0.7129976663,7.4,8.3,3.009522243,0.4902040308,2.1294123028,-0.6103215304,0.8055555556,4.9534261446,5.5654353458,0.0,5.3201349372,3.4097517122,0.21970279380000002,3.4817177148000003,-0.8893284577,4.1867508355,238.0,8,0.7293655396000001,0.0010473463,1.0,0.0010621789,0.6388888889000001,0.0015811388,0.0015811388,0.009797959,-0.9768183184,1.9949186491000002,0.4618898368,1.529903557,-0.6999635630000001,348.1666666667,3.3023233102000003,0.3537111908,2.208049618,6.5,99.0,-4.1590127806,11.566940189,0.6377633009,15,2.0372789435,0.4699657508,1.7279936615,-0.6218697208,4.009116128,0.4766416303,2.2012315811,-1.0342824689,0.43627450980000004,0.0839289227,3.2899364528,0.31520591940000003,1.4051683031,-0.42082374910000003,337.0,4.9,6.1,320.3333333333,3.1566038554,0.1718756914,4.6933817851,302.1666666667,263.6666666667,3.4619599862,0.3331767765,2.3734197051,-38.5,28.3507750095,2.5026663739,0.31571105380000003,1.9329152097,-0.835850685,-0.06886790200000001,-0.8474983804,2.4880207093,0.421739803,2.1112316192,-0.33242759180000003,0.5599928825,2855.9555555556,2,6,4804.6363636364,-0.9565437708000001,0.42325589900000005,-0.5875239399000001,0.51847973,0.176661702
s453,1.3239074058,0.1522766362,2.1168462287,2.35,39.0909090909,0.2666666667,820,30.5263157895,0.36666666670000003,570,-0.1967067838,-1.0377641837,3.1199198623,0.46748033850000004,1.9513332652000002,-0.1845854158,0.1484696896,0.0704035645,0.2560898438,3.8190448361,0.3347243865,1.6912767293000002,0.33333333330000003,0.0,10.0,2.7755575619999997e-16,1,-6.938893904000001e-18,4.440892099e-16,24.2083333333,-0.1130550622,0,-0.0026394316,-0.9915630551000001,-0.2404509347,0.3458355135,8.9,8.9,1.5536897985,0.4426622054,2.0624314403,-0.055457882900000005,0.0555555556,-1.0137254269,-0.5648653893000001,-0.5720779213,2.493135343,1.9669006631000001,0.26920420700000003,1.4867834305,-0.8742787237,3.2356769612,113.0,10,0.7586198807000001,0.0009973241,1.0,0.0016370174,0.47222222220000004,0.06403124240000001,0.06403124240000001,0.06403124240000001,-2.1807618064,1.5904548266,0.4853957941,1.4404822303,-0.0195789731,,,,,,,-5.2974742799,6.0056123623,0.647701198,6,1.06541616,0.6031331178,2.0217232766,-0.21594002110000002,2.8495333615,0.4288735602,1.7616590373,-1.5918139178000001,0.4154228856,0.0534652054,3.2641286715,0.3320118704,1.4465977186,-0.2233624153,380.0,5.9,4.9,485.5,1.8068188114,0.3440887076,1.2524734573,237.1666666667,309.8333333333,3.4644848594,0.36246803510000003,1.6910473254,72.6666666667,64.1228822005,2.1824484209,0.49374597060000003,1.7813830759,-1.6174707051000001,-0.2936180122,-0.2358418445,0.7420043566000001,0.239011566,1.8356768735000002,-0.5726742849,-0.4298205601,1612.4242424242,2,11,5918.0833333333,0.8211566158,-0.4380888752,0.3416315353,0.9166965387,0.1534768705
s456,0.6767608907,0.0229483208,1.5493072755,1.3,25.0,0.30000000000000004,500,26.5789473684,0.36666666670000003,475,-0.0672151374,-1.0495009752,4.0197866212,0.38237414740000003,2.3080426539,-1.1878644658,0.0016009205,0.002521286,0.0014824219000000001,2.0143221361,0.2613476428,1.3000928844000001,0.6666666667000001,0.1666666667,19.2916666667,0.22916666670000002,2,-0.014833333300000001,-7.125,6.4166666667,-0.0016949153,0,-0.0024096386,-0.2838472534,0.0290088098,0.5355575654,6.7,7.0,,,,,0.2777777778,,,,,,,,-1.2890129854999999,3.38738178,113.0,9,0.7262480736,0.0007537971,0.7526407838,0.0008973645000000001,0.47222222220000004,0.009797959,0.06403124240000001,0.158113883,-1.1485774381,1.5235424861,0.4642104561,1.4234209034,-0.5419091247,251.6666666667,2.1544352213,0.2379979147,1.516013013,-16.5,125.5,,,0.4505768973,10,1.3565913622,0.5262364196,2.1359268999,-0.6483607779,1.8680710659000002,0.44421894170000004,1.8411453107,-0.44850200570000004,0.4746192893,0.1019174771,1.6802903200000001,0.23851773780000002,1.5498478062,-0.6521440453,335.0,5.7,5.1,312.8333333333,2.8008622531,0.3009947452,1.7468976516999999,214.8333333333,249.0,1.9005155771000002,0.2196577228,1.8347716381999999,34.1666666667,178.472783738,2.1344152287,0.3761543878,1.9274721844,-0.6726982077,-0.4397840203,-0.5132971814,1.2244646959,0.3736777214,1.6764240627,-0.0536491637,0.32798929190000004,3664.1520833333,2,7,4006.6666666667,,,,0.8060803131000001,0.3561214143
s459,1.0086109404,0.25950692870000003,1.6248458609,1.9500000000000002,6.2692307692,0.1333333333,158,5.1785714286,0.0666666667,140,-0.6636266660000001,-1.2950534187,3.1761218223,0.3142684025,2.2147448559,-0.6419806162,0.0074909089,0.0111574707,0.1528662109,2.9816160656,0.2996001914,1.4434917875,0.6666666667000001,0.33333333330000003,12.3333333333,-0.0166666667,1,-0.001,-3.75,8.7916666667,0.058769742300000004,0,-0.0014139651000000001,-0.7406483791,-0.1787987822,0.5867699972,7.8,7.0,1.6423315928000002,0.5049092363000001,1.7127909289,-0.1527352854,0.0,-0.0035577524,-0.7321171219,-0.7848481349,2.4311508684,2.1134887259,0.3070575897,1.6424057133,-1.327315884,3.310775983,123.0,5,0.7500877380000001,0.0016015729,0.7776842117,0.0014468802,0.5833333333,0.06403124240000001,0.06403124240000001,0.06403124240000001,-1.3736373378,1.6874701709000002,0.336860298,1.9559826634,0.1550357082,312.6666666667,2.7549854455,0.2802856246,1.4140009181,48.5,85.0,2.2389600126,3.3358788511,0.5782953093000001,12,1.1999847858,0.5621147127,1.4380507429,-0.6367603682,2.2556292749,0.3525523414,2.2359004878,-1.455260391,0.5098522167,0.0640730763,2.674361298,0.296148206,1.2912364222,-0.5579043610000001,327.0,6.3,7.9,324.3333333333,2.8016059342,0.3156906018,1.3739878406,243.0,254.6666666667,2.9470845558,0.3163963602,1.5861698013,11.6666666667,5.1707858517,1.9476502381,0.3764047573,1.6385291302,-2.1582562473,-0.853023297,-0.19719920670000002,1.5424096128,0.3847378697,1.4440139986,-0.19227089320000001,-0.22532601800000002,2126.7016666667,4,8,4656.4166666667,-0.4100053945,-0.2273397031,-0.0469431347,0.4377562331,0.7594474232
s461,0.9445785058,0.2164416901,1.4184650102,1.8,18.8461538462,0.1333333333,470,9.3181818182,0.2666666667,200,-1.0326344549,-0.3615613891,5.0121852297,0.4245003251,3.2956866197,-0.0926580173,0.0021575573,0.0062747192,0.0079033203,5.6238847365,0.2748011328,2.1257552538,0.5,0.1666666667,7.625,0.0041666667,1,-0.0018333333,-1.875,7.8333333333,-0.0757683215,2,-0.0043687943,-1.9089834515000002,0.1079307456,0.886428372,6.9,6.5,1.6494632058,0.452238244,1.6413467814,-0.4938633247,0.75,-1.7547882943,-1.1936552956,-0.7548590441,3.810416849,2.7060423693,0.1674154978,2.2930653232,-0.5402436899,4.8849203713,153.0,6,0.7385105133000001,0.0011846006,0.9598880768,0.0012976711,0.5833333333,0.0038729833,0.009797959,0.0256124969,-0.5536461513000001,0.9719033047000001,0.5244716574,1.8539872770999999,-0.6609253451,392.1666666667,3.966850346,0.28313331210000003,1.8702694766999999,47.5,32.0,-18.1175353574,24.5654662541,0.5854811429,10,1.7238133749,0.5626226806,1.560516501,-0.1620606328,2.4960774373,0.5106824087,2.0938995708,-0.2834385124,0.5260545906,0.1134917998,4.9306029938,0.36544737860000004,2.4609565808,-0.0136865478,291.0,6.2,5.0,304.8333333333,4.0013592979,0.34085987840000004,1.6231191969,244.3333333333,242.1666666667,4.2623025885,0.2960722632,2.2137851674,-2.1666666667,8.9477177235,3.2426567972,0.5148827372,1.9568434387,-1.9886325516,0.3333821455,-0.4823546904,2.1459287989,0.31298047090000003,2.4241497939,-0.5033810799,0.43046366900000005,2338.3375,15,6,2331.4166666667,-0.27167390880000003,-0.16523585740000002,-0.5158957827,0.532143099,0.23998473990000002
s462,0.718701668,0.0444090846,1.7246212691,1.55,21.125,0.2,487,8.3703703704,0.1,220,,,,,,,7.80065e-05,0.0029641876000000003,0.024100585900000002,2.4751498822,0.284718093,1.5817499846,0.1666666667,0.33333333330000003,14.5,0.05,1,-0.0043333333000000005,-5.0833333333,16.0833333333,0.049848331600000004,0,8.61476e-05,-1.121536906,0.0278288156,0.9562267319000001,6.3,6.4,0.2200694497,0.21399882480000001,2.185291031,0.11358032130000001,0.0555555556,-0.4675251211,-0.7016535788,-0.7148277373,2.5615531184,1.7675562237,0.029155778400000002,2.4344823884,-0.915317409,2.6399906271,168.0,10,0.6388552904,0.0013530346000000001,0.7451288223,0.0018639020000000002,0.5555555556,0.009797959,0.1265219767,0.25,,,,,,,,,,,,,,0.8624257218,10,0.8129989507000001,0.43028494170000003,2.2805219743,-0.32632714500000004,1.7573600101,0.056222926400000005,2.7665726358000002,-0.7097488299,0.41624365480000003,0.07366598320000001,1.5628432204,0.2613582962,1.4425057572,-0.4180641472,306.0,4.8,4.4,256.8333333333,3.3726299254,0.23198113150000002,4.2891865467,,,,,,,,1.6910483900000002,0.3724677176,1.8341119531,-1.3272203041,-0.026034787700000003,-0.1472450784,0.7888860143,0.15215974300000001,1.8141173552,-0.2553103271,-0.2428583966,2648.8666666667,1,7,4602.5,,,,0.6542605562,0.1995555068
s467,1.0295790063,0.33488445,1.483782071,2.0,16.2,0.1666666667,387,17.875,0.2,412,-0.5189091035,-0.6487234945,4.0143924884,0.4063227251,2.068241186,-1.2219148671,0.15734846500000002,20.8790830078,0.1833554688,3.5653482224,0.3404733528,1.3539048102,0.0,0.8333333333,12.0416666667,-0.0291666667,1,0.0031666667,-1.2916666667,7.2916666667,0.0951041443,2,-0.0015069787,-2.028022332,0.1787792867,0.7385464856,5.6,3.3,2.4294375715,0.33278532800000005,2.0346885163,-0.8027052466,0.0277777778,-2.4126933799,-1.4440962543,-0.5629734621,4.194188013,2.6735080654,0.256542011,2.5535882559000003,-0.5402436899,4.8849203713,181.0,7,0.6438240051,0.0008910011,0.65,0.0017257695,0.5833333333,0.25,0.25,0.25,-1.8753332407,1.3232250368,0.4365739789,1.5821730653000001,-0.43184048540000003,249.8333333333,3.0425950361,0.3709224915,1.6156307074,32.5,150.5,-3.1941004024,5.1069855327,0.4276950095,2,1.8319834173,0.5561571197,1.9779904484,0.0225415918,2.8746240489,0.4358860671,1.6681120896000001,-2.9085610907,0.4183168317,0.040202439900000005,3.8573708091,0.3461517586,1.7989300214,-0.6439671399,286.5,5.5,5.4,294.8333333333,1.6859057174,0.41236446800000004,1.5785925686,228.8333333333,249.0,3.6565399965000003,0.40790357580000003,2.1055708178,20.1666666667,-21.5729640347,2.8223690884,0.358615185,1.9449675294,-1.378973198,-0.3508544208,0.5731915643000001,0.5565701076,0.0626431694,1.8581748226,0.1188239126,-1.1203178383,3424.3761904762,1,6,5546.0,-0.9229424739000001,-0.0973723932,-0.7822724757,0.5636077225,0.6444832007
s468,1.159775511,0.22738159260000002,1.0874612515,1.1,39.3333333333,0.30000000000000004,777,25.8823529412,0.4333333333,417,0.2133395093,-1.3961549813,2.0875858166,0.34989006580000004,1.4645566789,-0.9164156709,4.3599e-06,4.2168e-06,0.0006933594,2.4308603966,0.2217727442,1.081584229,0.6666666667000001,0.1666666667,11.625,0.10416666670000001,2,-0.024166666700000002,-6.0416666667,6.125,0.0906862745,0,-0.0021666667,-0.9901960784,-0.21054103170000002,0.3604082203,7.7,4.9,0.5611810076,0.0653352722,1.6329933752999999,-0.2114120546,0.8611111111,,,,,,,,-1.0820225484,2.8201893119,130.0,9,0.6772982836,0.0012811597,0.6381545067000001,0.0015206618,0.5277777778,0.0002011893,0.0002011893,0.0008898748000000001,-1.3270458715,1.1260019780000001,0.382774347,1.7825595714,-0.3696487021,,,,,,,-6.8757261775,8.0384128492,0.7496762738,6,0.7636421795,0.2296594787,1.6209165005,-0.0430199491,1.8842375596,0.1792242887,2.1231789674,-0.8012988912,0.3290816327,-0.0045713897,1.8095511037,0.3135230814,1.5011742994000001,-0.1194363865,282.0,7.1,6.0,410.8333333333,2.8969742972,0.2886608879,1.4125758152,,,,,,,,2.1941676865,0.2777739214,2.0642050998,-0.8116348809,-0.4149116427,-0.1437992382,1.0452771035,0.09141488410000001,2.0504383553,-0.0532585799,0.0560595309,1846.0277777778,12,7,3889.6666666667,,,,0.8641007274,0.3005941055
s469,0.8308945541,0.2927968884,1.3568585518,1.7000000000000002,25.8333333333,0.2,585,13.6956521739,0.2333333333,300,-0.9687607755000001,-0.6706254363,4.0531259276,0.4373618877,2.1372084033,-0.5425665722,0.0019628162,0.11785449220000001,0.3255136719,5.9485738791,0.27478368410000004,2.0335849769,0.1666666667,0.5,17.0833333333,0.125,1,-0.0016666667,-2.5,17.875,0.0467735348,0,0.0054302634,-1.7771084337,-0.0313445314,1.1247700844,6.3,5.4,2.6879489658,0.44220610720000003,1.8068950958,-0.5682213904,0.0,-0.0506020256,1.0177919649,0.0,5.3201349372,3.3200080291000003,0.2815268466,2.3583708718,-0.8893284577,4.1867508355,222.0,8,0.7259790421,0.0012726102,0.8725616455,0.0017990564,0.5833333333,0.158113883,0.158113883,0.158113883,-0.9253720915,1.9795749328,0.3963711026,2.0644377618,-0.6667116458,296.5,3.8463716,0.2969816361,1.9169670199,-25.0,116.5,9.5935780524,-6.9697203367,0.5117351171,14,1.7151012071,0.43505787970000004,1.5877105571999999,-0.4346266959,3.4181201912,0.4323168425,1.5831299840000002,-1.7469001838,0.5465686275,0.0824397399,3.1729315974,0.2967277517,1.2593341919,-0.6828959692000001,309.5,6.1,6.0,365.6666666667,2.8373532076,0.3298198578,1.4453423799,262.6666666667,253.8333333333,3.6768866389,0.327012917,1.6428903027000001,-8.8333333333,23.7904761905,2.937490216,0.4068407101,2.066032089,-1.6106592386,-0.39391659840000004,-0.021713148800000002,1.9325128082,0.325609925,1.7375477570000002,-0.0390045061,-0.4650054363,2439.3642857143,12,5,5099.6666666667,0.8573469752,0.36784251840000004,1.3962623696,0.8324493087,0.5012340848
s471,0.7213439428,0.0358789071,1.5136559018,1.9,30.0,0.33333333330000003,579,24.4705882353,0.4333333333,394,-0.32157802010000003,-1.4239514432,3.2491054857,0.3283954369,2.2760577173,-0.7146618399,0.006017352100000001,5.5678173828,0.4368291016,3.2318194293,0.27891961130000004,1.5478365724,0.0,0.6666666667000001,14.75,0.075,1,-0.006,-0.75,17.7916666667,0.0085714286,1,-0.0022761905,-3.5857142857,0.1695965364,-0.15421938570000002,6.8,5.0,1.213200186,0.4616010639,1.6470203506,-0.7559468893,0.1666666667,-3.6181676083000003,-3.1554943268,-0.9927888592,3.3345572188,2.0445661359,0.0720555645,2.2606412989,-0.2211906058,4.2468142033,100.0,4,0.7242507935,0.0015028700000000001,0.7269584656,0.0014840076,0.5555555556,0.0256124969,0.06403124240000001,0.0636371852,-2.5395126006,1.0187764247,0.3567108899,1.4589532822,0.297199535,259.8333333333,2.2535726633,0.1209240661,2.3062323838,-14.0,7.0,8.7765643621,-6.7913798165,0.7428714658000001,7,0.7500373295,0.5265127885,1.7652742888000001,-0.5500683793,2.9828113293,0.4958603233,1.9182251738,-1.6847762424,0.41439205960000003,0.0228259692,3.0906179917,0.2839359141,1.8658639495,-0.5585963899,375.5,5.7,5.3,294.5,4.7005463370000005,0.32490578610000004,2.001290133,164.5833333333,242.8333333333,3.6158080776,0.36814640590000003,1.8355145919,78.25,23.5913793103,2.0396725775,0.4397295552,1.9453169658,-2.1474123352,-0.5561574252,-0.1622791204,1.5192530802,0.3275647599,1.5602578495000001,-0.2505703003,-0.15455928800000002,2789.8866666667,6,8,4624.1666666667,-0.2017765206,-0.2235301653,-0.7883481208,0.8348524595,0.6225294788
